model__booster,model__lambda,model__learning_rate,model__max_depth,credit_f1,college_f1,diabetes_f1,penguins_f1,mean_f1
gbtree,686.1761942248207,0.16501256438105058,6,0.8496673521541227,0.8312908347516672,0.5539187274558859,0.9866648143002686,0.8053854321654862
gblinear,784.8779441663864,0.2803543495248454,10,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,262.21010737356914,0.07995941355824784,9,0.8512684295145897,0.8254941225241424,0.5570426958662253,0.9866648143002686,0.8051175155513065
gblinear,974.3362708520789,0.07438358577698902,5,0.0,0.682551572056689,0.0,0.7105726011334768,0.34828104329754145
gbtree,50.11460274183162,0.07153920136312146,8,0.8396235295756828,0.8721549213285243,0.6192396499806379,0.9899435028248588,0.8302404009274259
gblinear,987.5803850560757,0.19690834723435285,5,0.0,0.6806061471720054,0.0,0.7105726011334768,0.3477946870763705
dart,60.761012605254564,0.25943094547969325,6,0.847077999254712,0.8959594606051887,0.6513630229419702,0.9899435028248588,0.8460859964066825
gbtree,276.01822073935466,0.1645613952132813,9,0.8454108319087549,0.8574145653484517,0.5977567454707751,0.9866648143002686,0.8218117392570626
gbtree,864.9513362523543,0.15076446476395058,6,0.8496673521541227,0.8183478323523261,0.5392828141631615,0.9866648143002686,0.7984907032424697
gbtree,926.9858146183078,0.27468051572276103,5,0.8549223324901092,0.8290244095355949,0.5657125727228316,0.9866648143002686,0.8090810322622012
dart,686.3776254454668,0.08126902251595398,8,0.8439277627033895,0.8085215052318462,0.0,0.9866648143002686,0.6597785205588761
gbtree,99.46249732570834,0.1257513116256917,5,0.840933845723076,0.8713870264696555,0.6295039529325244,0.9899435028248588,0.8329420819875287
gbtree,212.06011005170024,0.22361663973606186,5,0.8478967645678301,0.868836596661718,0.6290035246588638,0.9899435028248588,0.8339200971783177
dart,266.754121515836,0.0292462688078953,10,0.8439277627033895,0.8056513276408565,0.0,0.9866648143002686,0.6590609761611287
dart,134.93198121545277,0.2864642721876409,8,0.8521743828484434,0.8868190525275953,0.6415408641332638,0.9899435028248588,0.8426194505835404
gblinear,592.0301241350969,0.23545846440151927,7,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,812.2880110140962,0.033139990945770595,4,0.0,0.6873976004805578,0.0,0.7105726011334768,0.34949255040350863
dart,566.9583346670269,0.2740697618115704,10,0.8458303795873796,0.8518007389068384,0.591531024826515,0.9866648143002686,0.8189567394052504
gblinear,490.45480278741604,0.03347999164116956,6,0.0,0.6862514463345206,0.0,0.7105726011334768,0.34920601186699934
gbtree,517.5226748694785,0.031782103367421675,3,0.8495742408150555,0.7894457754306758,0.0,0.9866648143002686,0.6564212076365
dart,68.74436982557359,0.13103888264498817,5,0.8502055349872588,0.8851140131022195,0.6477512281349388,0.9899435028248588,0.843253569762319
gbtree,223.95484481199446,0.039579166693894066,9,0.8478061774783029,0.8149135499593474,0.5250268940861589,0.9866648143002686,0.7936028589560195
dart,294.9320111199819,0.06519063652086951,5,0.8496673521541227,0.822922969438433,0.5523442095031179,0.9866648143002686,0.8028998363489855
gblinear,327.26153280509754,0.2728282526961441,9,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,249.9550446458536,0.16431398189252988,6,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,603.7552388169142,0.13718401305745423,7,0.8496673521541227,0.8290350423235997,0.5474365827546395,0.9866648143002686,0.8032009478831577
gblinear,650.7304402263125,0.2174218326572938,7,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,694.2346666683022,0.1520480325582804,7,0.8496673521541227,0.8258744300543824,0.5489058745559913,0.9866648143002686,0.8027781177661912
gbtree,67.44551780777897,0.15687135315523953,7,0.8521743828484434,0.8894777568880846,0.637677084614497,0.9899435028248588,0.842318181793971
dart,239.89814718833804,0.1691896516448727,7,0.8418122021178748,0.8581058198551268,0.6164008708563165,0.9899435028248588,0.8265655989135442
dart,160.88060786065887,0.1905489533881828,4,0.8382422861134738,0.8669479977119741,0.6291526129838656,0.9899435028248588,0.8310715999085431
gblinear,916.5290945255417,0.19537542594392784,10,0.0,0.6806061471720054,0.0,0.7105726011334768,0.3477946870763705
dart,840.4845295642248,0.10399274604783185,6,0.8458839806819641,0.8118486840766741,0.3950805674164225,0.9866648143002686,0.7598695116188323
gblinear,652.0407388713504,0.1917497384685411,10,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,755.2849608439377,0.2515793186659969,6,0.8530932470328378,0.837092186961501,0.5733434085096489,0.9866648143002686,0.812548414201064
gbtree,576.2077152381421,0.28372708343996256,4,0.841577405511264,0.8480486247740151,0.6037025179113928,0.9866648143002686,0.8199983406242352
dart,693.7265477597792,0.10677822885630231,4,0.8532942566505926,0.8136648181539823,0.537977165263522,0.9866648143002686,0.7979002635920914
gblinear,911.4159038442579,0.2592746132788161,5,0.0,0.6806061471720054,0.0,0.7105726011334768,0.3477946870763705
gblinear,365.899996504775,0.19233437665827482,6,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,241.19634894945023,0.1770088787670929,9,0.8380569116215302,0.8568395233741164,0.6201068920845317,0.9899435028248588,0.8262367074762593
gblinear,53.73500484656188,0.07135613016601419,7,0.0,0.682400788128994,0.0,0.7105726011334768,0.3482433473156177
gbtree,820.1575873662787,0.13320383219377915,5,0.8496673521541227,0.8175098681651821,0.5327819695631476,0.9866648143002686,0.7966560010456802
gblinear,325.8959231386701,0.24925578897107944,6,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,285.52791933890705,0.21868004590177456,4,0.8336354009453004,0.8580098844158567,0.624529559192098,0.9899435028248588,0.8265295868445285
gblinear,156.20335278353718,0.2955635178568665,4,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,623.2352389257694,0.2753754734093593,7,0.8476594650446512,0.8473283670061236,0.5987672126305944,0.9866648143002686,0.8201049647454095
gblinear,437.02321556635775,0.11926479398881025,9,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,83.1974977077358,0.13530414646605377,6,0.8443299932061222,0.8803464869735815,0.6371514802169332,0.9899435028248588,0.8379428658053739
gbtree,789.656287146448,0.2284803428848691,6,0.8549223324901092,0.8298351788506076,0.5666886253842776,0.9866648143002686,0.8095277377563158
gbtree,637.207064150829,0.1427803799608288,10,0.8496673521541227,0.8293296338587062,0.5520477139902586,0.9866648143002686,0.804427378575839
dart,440.86750514340156,0.26995996996937865,8,0.8396285143853832,0.856847055597588,0.599342807234662,0.9866648143002686,0.8206207978794755
gbtree,264.0952345463618,0.06143725968132666,10,0.8496673521541227,0.8259726926219975,0.5466092981152285,0.9866648143002686,0.8022285392979044
gblinear,633.1776838999428,0.17272525628094848,8,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,946.7674102822812,0.17234567551477423,9,0.8496673521541227,0.8221618527375872,0.541916402016487,0.9866648143002686,0.8001026053021164
gbtree,416.4782461276294,0.1895494429190726,7,0.8496156830232258,0.8445331871348205,0.5955030237896979,0.9866648143002686,0.8190791770620033
dart,336.9359980868305,0.2255598891843147,10,0.8380569116215302,0.856847055597588,0.6153008344312692,0.9866648143002686,0.8242174039876641
gblinear,223.0659410490773,0.22537311633035265,9,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,12.564109685877156,0.15472072180985233,8,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,633.1084642264562,0.0592881877978524,9,0.838143030602868,0.8018184911064168,0.0,0.9866648143002686,0.6566565840023884
gbtree,218.33779149806037,0.04013612858284187,4,0.8532942566505926,0.8119030317163357,0.5378578952081201,0.9866648143002686,0.7974299994688293
dart,539.9749204474978,0.24531838036579154,10,0.8458303795873796,0.8464824775004403,0.5923916076377876,0.9866648143002686,0.817842319756469
dart,686.2622284102176,0.2331274542550933,3,0.8604659709273008,0.8318716343183711,0.5875335044555055,0.9866648143002686,0.8166339810003616
gblinear,796.1013737232126,0.025854897251709218,4,0.0,0.6819088749482705,0.0,0.7105726011334768,0.3481203690204368
gblinear,573.4706946219652,0.2217219188681737,9,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,610.2631783665231,0.02918745800196076,4,0.8439277627033895,0.7849411031612354,0.0,0.9866648143002686,0.6538834200412235
gblinear,828.9297568574084,0.2691647539675572,6,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,160.5296812839631,0.015190070157646028,10,0.8399095852338846,0.8013116334084076,0.0,0.9866648143002686,0.6569715082356402
gblinear,599.8261787120057,0.15186863223617977,4,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,461.148467148337,0.17538173096602178,5,0.8496156830232258,0.8427299540788813,0.5866374333374156,0.9866648143002686,0.8164119711849479
gblinear,669.6847554052757,0.1075686039902379,8,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,238.65070349310633,0.28070524034631894,7,0.8461625822077163,0.8747402138103461,0.6280482858522454,0.9899435028248588,0.8347236461737916
gblinear,346.32404037483025,0.06767064915747004,5,0.0,0.682400788128994,0.0,0.7105726011334768,0.3482433473156177
gblinear,994.8931347357174,0.17893254694971117,6,0.0,0.6806061471720054,0.0,0.7105726011334768,0.3477946870763705
gbtree,167.6862055902676,0.19557430588151223,8,0.844354303340614,0.8729679764162197,0.6263397609255732,0.9899435028248588,0.8334013858768164
dart,55.85698549959193,0.10980551922170315,9,0.8413004232488074,0.8821163955706588,0.6334222015551939,0.9899435028248588,0.8366956307998797
dart,302.29964255385744,0.255193972647247,9,0.8400839386485572,0.8616886016909021,0.6186738340522677,0.9899435028248588,0.8275974693041465
gbtree,807.250596179882,0.09121512953806774,8,0.8439277627033895,0.8093812462073215,0.0,0.9866648143002686,0.6599934558027449
dart,734.8558939030519,0.20158251223046111,10,0.853097514971861,0.8278308326153121,0.5581087093047226,0.9866648143002686,0.806425467798041
gbtree,160.60045669779663,0.21964049120378634,4,0.842623071546891,0.8694924434420234,0.6356554753219683,0.9899435028248588,0.8344286232839354
gbtree,71.72396149412452,0.26695582257498723,3,0.8483244119057585,0.8878972569935879,0.6421758241758242,0.9899435028248588,0.8420852489750074
gbtree,921.2955390562001,0.007478907836748516,5,0.0,0.7821763206814946,0.0,0.7105726011334768,0.3731872304537428
gblinear,649.0755211562147,0.09646461272767913,8,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,868.518719392066,0.19045303878652006,8,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,475.8272257373867,0.27460766836654293,5,0.8433838048817279,0.8551316168921389,0.6128529079616036,0.9866648143002686,0.8245082860089349
gbtree,244.94133113041266,0.11695028893538077,7,0.851187285787079,0.841961892137158,0.5918147756134026,0.9866648143002686,0.8179071919594771
gblinear,842.638870429991,0.2847039125009135,5,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,83.44154551601832,0.1373317399503029,4,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,837.92307548407,0.2676284471789944,8,0.8530932470328378,0.8337617893666094,0.5613428112997635,0.9866648143002686,0.8087156654998698
gbtree,758.6236116793953,0.17260944514720533,8,0.8496673521541227,0.8301677373673018,0.5494772807741203,0.9866648143002686,0.8039942961489533
dart,659.8661161196223,0.2845926334195335,3,0.8494572840838494,0.8453309912136031,0.5967424604205862,0.9866648143002686,0.8195488875045768
gblinear,420.2802309359281,0.0755229870784074,8,0.0,0.682551572056689,0.0,0.7105726011334768,0.34828104329754145
gblinear,298.2696966261725,0.29386110139935756,8,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,553.0468406078438,0.019200904775566928,5,0.0,0.6951951484433976,0.0,0.7105726011334768,0.3514419373942186
gbtree,809.268693703913,0.025700336436787374,5,0.8259072897756127,0.7856953277883638,0.0,0.7105726011334768,0.5805438046743633
dart,75.66373828211533,0.13103567713087996,4,0.845460824100526,0.8752831919564346,0.6328285129741158,0.9899435028248588,0.8358790079639838
dart,233.023003617874,0.036789594508319694,9,0.8478061774783029,0.813687053271854,0.5082806292108618,0.9866648143002686,0.7891096685653218
gblinear,480.413150913746,0.28330318377048985,6,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,23.446042603420892,0.26705686381292343,10,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,528.8997857450667,0.2947064596397927,8,0.841522630205908,0.8553951881448167,0.6065396559961778,0.9866648143002686,0.8225305721617928
dart,763.080288950979,0.06991285258883395,4,0.8494158418756792,0.8009482953123632,0.0,0.9866648143002686,0.6592572378720778
dart,473.0547473584636,0.200705039837034,10,0.8477865975659544,0.842382649500412,0.5917599836162548,0.9866648143002686,0.8171485112457225
gbtree,119.50159299554173,0.04113397317493853,5,0.8474062502902562,0.8276255636952963,0.5685711043014414,0.9866648143002686,0.8075669331468157
gbtree,1004.435300290025,0.09638191834673496,9,0.8439277627033895,0.805009209017947,0.0,0.9866648143002686,0.6589004465054014
dart,514.9507700841834,0.1700394144621695,9,0.8530932470328378,0.8346883174668529,0.5672415637658892,0.9866648143002686,0.8104219856414622
dart,48.425777803416054,0.09490141660929029,7,0.8424333208522932,0.8800779401493081,0.6363728301575138,0.9899435028248588,0.8372068984959934
dart,1017.0452036033278,0.09985616918553702,8,0.8439277627033895,0.805009209017947,0.0,0.9866648143002686,0.6589004465054014
gbtree,43.39239929258565,0.09635631957625303,4,0.8445795521100068,0.8771482252682764,0.6288160156675009,0.9899435028248588,0.8351218239676607
gbtree,911.7272335692371,0.2472947391706655,3,0.8587435599630722,0.8286971676583411,0.5771865603688727,0.9866648143002686,0.8128230255726387
dart,813.744569901404,0.046171010688832614,6,0.8341248531333629,0.7915349434000862,0.0,0.9866648143002686,0.6530811527084295
gbtree,173.00379099445706,0.2183423232143778,4,0.8414559747002969,0.8639635901883592,0.6374468285199975,0.9899435028248588,0.8332024740583781
gblinear,669.6048234996887,0.1614795836709137,10,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,39.94998365549884,0.09864382032882879,6,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,895.4245191237334,0.06459666898689655,5,0.0,0.682400788128994,0.0,0.7105726011334768,0.3482433473156177
gblinear,485.04536111528625,0.23322055176094036,5,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,840.4959916228838,0.01299574840750618,8,0.0,0.7812829906433831,0.0,0.7105726011334768,0.372963897944215
gbtree,650.4423730153605,0.11993987487260667,10,0.8496673521541227,0.8215421501576495,0.543052526569401,0.9866648143002686,0.8002317107953605
gbtree,100.4955839077428,0.1350653506107838,6,0.8441355551806893,0.8746136807417452,0.633663321313154,0.9899435028248588,0.8355890150151118
gblinear,568.7363503626085,0.016835169288043603,10,0.0,0.698740792842888,0.0,0.7105726011334768,0.3523283484940912
gblinear,456.4319021868523,0.1754042832982887,3,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,735.1157867276452,0.17769738487981734,6,0.8496673521541227,0.8325404125969896,0.558624609808827,0.9866648143002686,0.806874297215052
gblinear,418.10938806183344,0.23279138835811844,7,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,413.6271179621019,0.2564590126277711,3,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,2.3266192183973544,0.2954787973030554,8,0.8371121248671377,0.8916938394995094,0.6334594649111185,0.9899435028248588,0.8380522330256561
gblinear,298.18156015695274,0.194278006822598,7,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,267.26010083162646,0.13777551179578706,6,0.8472399173660264,0.8465286836295955,0.6011059592581331,0.9866648143002686,0.8203848436385061
gblinear,511.31489773539556,0.022905763934767762,8,0.0,0.6879474773592421,0.0,0.7105726011334768,0.34963001962317974
gblinear,978.0970487896583,0.25255832932132044,8,0.0,0.6806061471720054,0.0,0.7105726011334768,0.3477946870763705
dart,252.10821136828156,0.016527885197838765,10,0.8259072897756127,0.7987620997250727,0.0,0.9866648143002686,0.6528335509502385
gblinear,115.10703212659985,0.014116847964311495,8,0.0,0.7049203527593688,0.0,0.7105726011334768,0.3538732384732114
gblinear,496.06834794080044,0.08730046281994912,10,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,889.9871107651915,0.026295690979736705,3,0.8476180228364807,0.7799369133422734,0.0,0.7105726011334768,0.5845318843280577
dart,677.3103853273179,0.14259272756972655,9,0.8496673521541227,0.824943171458635,0.5454731735623146,0.9866648143002686,0.8016871278688352
dart,728.3084015270857,0.245839326666016,8,0.8549223324901092,0.8375061067819949,0.5692430228552234,0.9866648143002686,0.812084069106899
gbtree,182.93309351950245,0.2861224413403182,3,0.8414559747002969,0.8788312106493741,0.6299291514466424,0.9899435028248588,0.8350399599052931
dart,713.6713134083124,0.09266163639338103,6,0.8478061774783029,0.8118486840766741,0.4852040242065459,0.9866648143002686,0.7828809250154479
dart,936.4430346033483,0.23342586399534698,8,0.8496673521541227,0.8311375464295969,0.5560110570753385,0.9866648143002686,0.8058701924898317
gblinear,113.5008220264101,0.27406854075734244,4,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,1007.7348541195051,0.03400449413371131,6,0.8259072897756127,0.7856953277883638,0.0,0.7105726011334768,0.5805438046743633
gblinear,281.5617960485448,0.25471297950872523,6,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gbtree,226.59420767164363,0.014575527479997484,3,0.8495742408150555,0.7923575199851974,0.0,0.9866648143002686,0.6571491437751305
gblinear,345.4074612020611,0.1661963248252512,7,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
gblinear,536.4393015212296,0.03618268074874901,7,0.0,0.6849451037144222,0.0,0.7105726011334768,0.34887942621197476
gbtree,858.2494975423845,0.16616771258198396,10,0.8496673521541227,0.8240291967897739,0.5454731735623146,0.9866648143002686,0.80145863420162
gblinear,639.6772823186143,0.27864235159838857,10,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
dart,646.3810078164363,0.005479821940500862,4,0.0,0.7868471976090857,0.0,0.7105726011334768,0.37435494968564065
gbtree,826.3616761200446,0.2605254948741349,5,0.8549223324901092,0.8319706987087109,0.5675127527408335,0.9866648143002686,0.8102676495599805
gbtree,210.6858962751952,0.17414017702398973,4,0.8366962378661063,0.8568150654890789,0.6238289045588293,0.9899435028248588,0.8268209276847184
gbtree,620.7128708727778,0.17568585420047164,9,0.853097514971861,0.8273810683853025,0.5612629461397933,0.9866648143002686,0.8071015859493064
dart,932.5485320107636,0.03427997679453382,4,0.8439277627033895,0.7844342198583764,0.0,0.7105726011334768,0.5847336459238106
gbtree,54.92219865747779,0.05095275874371757,3,0.8411251743149769,0.8458006142364176,0.620478099282975,0.9899435028248588,0.8243368476648071
gblinear,106.00328731573688,0.16521429066031593,6,0.0,0.6818820642373961,0.0,0.7105726011334768,0.34811366634271823
