param_model__booster,param_model__lambda,param_model__learning_rate,param_model__max_depth,mean_test_score
dart,785.2046428116506,0.043973128159119045,3,0.9866648143002686
gblinear,0.0009765625,0.05306296933328503,5,1.0
gbtree,0.0009765625,0.06296615116168089,7,0.9899435028248588
gblinear,0.0009765625,0.2816895014972112,10,1.0
gbtree,0.0009765625,0.06505808868345361,10,0.9899435028248588
gbtree,0.0009765625,0.06355565708396407,8,0.9899435028248588
gblinear,0.0009765625,0.06279417444016927,3,1.0
gblinear,1024.0,0.07267513053340952,10,0.7105726011334768
gblinear,1024.0,0.12457216519797602,10,0.7105726011334768
gbtree,124.45476664268108,0.22965928482969802,3,0.9899435028248588
gbtree,111.64353749117164,0.24759083023333334,7,0.9899435028248588
gbtree,1024.0,0.22717615965153412,3,0.9866648143002686
dart,743.0061056052078,0.0988362469916205,10,0.9866648143002686
gbtree,97.81365333236315,0.25121761647187785,10,0.9899435028248588
gbtree,55.15382785050163,0.24750600592212946,8,0.9899435028248588
gbtree,223.07172766320548,0.1348410419047939,10,0.9866648143002686
gbtree,1024.0,0.29273451682235024,10,0.9866648143002686
gblinear,0.0009765625,0.2423585873823487,10,1.0
dart,188.76661830902194,0.03404142008367766,3,0.9866648143002686
gblinear,0.0009765625,0.2749144712589066,3,1.0
gbtree,0.0009765625,0.21311298517341268,3,0.9899435028248588
gbtree,849.1197122291088,0.26071667398969567,3,0.9866648143002686
gbtree,0.0009765625,0.2791003290372768,5,0.9899435028248588
gbtree,0.0009765625,0.2738748941648252,3,0.9899435028248588
gbtree,1024.0,0.18003191408714753,3,0.9866648143002686
dart,540.6134905884628,0.1308658517322013,3,0.9866648143002686
dart,1024.0,0.28873851255882294,10,0.9866648143002686
gbtree,0.0009765625,0.2789996119258482,5,0.9899435028248588
gbtree,0.0009765625,0.2794314702999886,7,0.9899435028248588
gbtree,186.57577047020183,0.19844899349294123,4,0.9899435028248588
dart,219.31266480198204,0.28995393444207695,3,0.9899435028248588
gbtree,0.0009765625,0.27959840400473707,8,0.9899435028248588
gblinear,0.0009765625,0.058716744941393464,10,1.0
gbtree,246.09533610720126,0.1722606216990928,4,0.9899435028248588
dart,0.0009765625,0.2779995450549236,6,0.9899435028248588
gbtree,290.2932852976081,0.08974498523229514,8,0.9866648143002686
dart,0.0009765625,0.27449697340410595,8,0.9899435028248588
gbtree,0.0009765625,0.27743632242261984,10,0.9899435028248588
