,model__alpha,model__booster,model__colsample_bytree,model__eta,model__gamma,model__lambda,model__max_depth,model__min_child_weight,model__sampling_method,model__subsample,Score
0,0.0012452584220745948,gblinear,0.5015859898464542,0.6857038057226654,247.22503162151364,1e-06,98,1,uniform,0.0,0.9883392417481264
0,4.849342405256559e-06,gblinear,1.0,1.0,1e-06,0.0025367295731058823,34,100,uniform,0.18913380374713962,0.9803206788147497
0,1e-06,gblinear,0.0,1.0,1e-06,8.774252279381242e-05,74,89,uniform,0.0,0.9883408343127607
0,1.275677155743428,gbtree,0.8596369502938367,0.0025652262333198785,173.7898384952313,2.795847790860296e-06,56,93,uniform,0.9614424981920952,0.8527785475173509
0,1e-06,gblinear,0.5524118487862347,0.5175241076116605,1000.0,2.0920182148029407e-05,1,39,uniform,0.7038934467354371,0.9883408343127607
0,1e-06,gblinear,0.0,1.0,1000.0,1e-06,1,1,uniform,0.0,0.9890686363506064
0,1e-06,dart,0.03541342836816678,1.0,1.716956761152839,1e-06,1,1,uniform,0.858818508089732,0.9963562121168689
0,1.4823023404048263,dart,0.8245514460329271,0.03276103103659329,1.8257271255600902e-05,0.018335867222784623,21,22,uniform,0.8993149176447857,0.9737577199570645
0,5.7642074499258475e-05,gblinear,0.0,1.0,1e-06,3.146211591873732e-05,100,1,uniform,0.0,0.989796438388452
0,0.0008883572294208129,gblinear,0.33888666180426397,0.7985214292975477,7.329690063610675e-05,2.1113953567794082e-05,88,29,uniform,0.5094853205940842,0.9890686363506064
0,1e-06,gblinear,0.6395171704813319,1.0,1.8316975989953636e-05,1e-06,1,71,uniform,1.0,0.9890686363506064
0,0.013487040552477993,gbtree,1.0,1.0,0.24644780423220713,1.0925021414001236e-05,1,1,uniform,0.9850782491781448,0.9970856067193488
0,2.3194620112569173e-06,gblinear,0.5240987249164359,0.48143225294924813,0.44056479971650675,3.0959199153546945e-05,48,75,uniform,0.9988965479174945,0.9890686363506064
0,1e-06,gblinear,1.0,0.458467429303085,67.27547191665592,9.769965772289148e-06,100,100,uniform,1.0,0.9890686363506064
0,1e-06,gbtree,0.0,1.0,0.0167146564059028,1.2646738951328277e-06,1,1,uniform,0.9863066164156491,0.9970856067193488
0,5.8462884641441336e-05,gbtree,1.0,0.3176131187257602,1e-06,3.0696033354629613,1,1,uniform,1.0,0.9927108316691032
0,1e-06,gblinear,0.3600891904841747,1.0,0.5204888996488576,1.0774521573386555e-06,80,23,uniform,0.8009416559011272,0.9890686363506064
0,0.00034116032384514977,gblinear,0.6645849177267611,0.05096345394802902,0.03343790351555999,1e-06,100,74,uniform,0.8510032994194946,0.9730315104838531
0,0.5740796780523715,dart,1.0,0.1740652032252892,0.3935074878841518,2.3725345920131478,100,1,uniform,0.81211069222033,0.9941680283094289
0,3.774835650796484e-06,dart,0.0,1.0,0.0007672428032064276,0.0077759470192832435,1,1,uniform,0.8885354276294414,0.997087199283983
0,8.594744645198384e-05,gblinear,0.5915723712330815,1.0,1e-06,3.5692392504148076e-05,17,8,uniform,0.7718845866229158,0.989796438388452
0,0.00042007460555520195,gblinear,0.5169628590999347,0.5835840056106829,0.00032799244149075014,1e-06,97,34,uniform,0.7724620236379184,0.9890686363506064
0,4.64584751700401e-05,gblinear,1.0,1.0,1000.0,1e-06,100,2,uniform,0.0,0.9890686363506064
0,1e-06,gblinear,1.0,1.0,1000.0,1e-06,74,100,uniform,1.0,0.9890686363506064
0,0.0007775918294592648,gblinear,0.5653220942122944,0.16178301893293834,1e-06,0.0005412812641587522,2,90,uniform,0.0,0.9810500734172297
0,0.004708171961486607,dart,0.574933380336242,0.07853071721862241,0.07517132842912766,0.19180780268757106,33,1,uniform,0.881080772080642,0.9927076465398349
0,1e-06,gbtree,0.942385377272722,0.29829602596133564,0.0032484879879648826,1e-06,69,2,uniform,1.0,0.9963562121168689
0,1e-06,gbtree,0.4182186820140336,0.6112469798497554,0.0005326344465401711,0.1202320562895584,28,1,uniform,0.9310490814385525,0.9788650747390584
0,1e-06,gblinear,0.0,1.0,0.2724641962351226,1e-06,37,69,uniform,0.5102734379125383,0.9890686363506064
0,1e-06,gblinear,1.0,1.0,1e-06,3.6755928320955605e-05,1,1,uniform,1.0,0.989796438388452
0,7.399273269056787e-06,gbtree,0.6586394016344179,0.39744928416664377,0.04654273700370809,15.724234056942175,35,1,uniform,0.14827380164170603,0.9744950773827155
