Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2016-03-14,Uluru,20.8,33.3,1.4,,,SE,48.0,ESE,E,19.0,22.0,80.0,47.0,1012.4,1008.8,5.0,2.0,25.0,31.7,Yes,No
2015-05-16,Williamtown,13.0,18.9,,,,SSE,39.0,WSW,SSE,9.0,28.0,97.0,83.0,1034.6,1032.7,8.0,6.0,14.7,17.3,,
2009-11-22,Sydney,21.2,40.4,0.0,7.4,6.0,,,ENE,N,11.0,26.0,75.0,19.0,1005.0,1001.5,6.0,7.0,24.0,39.8,No,No
2014-09-14,Dartmoor,2.7,17.8,0.0,1.0,8.3,E,31.0,,SE,0.0,19.0,100.0,69.0,1021.6,1017.9,,,9.5,16.3,No,Yes
2012-08-15,Cobar,6.8,22.9,0.0,,,NW,46.0,N,WNW,13.0,26.0,36.0,19.0,1018.1,1014.9,2.0,1.0,11.4,21.7,No,No
2012-06-10,Albury,0.2,15.6,0.0,,,S,13.0,,SSW,0.0,6.0,100.0,50.0,1027.5,1024.4,8.0,1.0,4.0,15.1,No,No
2011-05-19,PearceRAAF,13.2,24.9,0.0,,9.4,NNW,39.0,NNE,NNW,13.0,19.0,66.0,34.0,1021.0,1017.4,0.0,4.0,17.5,24.2,No,No
2010-01-01,SydneyAirport,21.4,30.2,0.0,2.8,1.1,NNW,50.0,N,NNW,15.0,30.0,74.0,50.0,1013.9,1009.9,7.0,7.0,25.5,29.4,No,No
2017-03-10,SalmonGums,17.2,23.8,0.2,,,S,44.0,SSW,S,15.0,28.0,91.0,69.0,,,,,18.0,20.5,No,No
2012-03-25,Albury,6.2,21.0,0.0,,,SSW,24.0,SSE,WNW,2.0,13.0,85.0,46.0,1022.4,1020.5,,,10.2,19.8,No,No
2015-03-17,CoffsHarbour,15.5,26.4,0.0,,,NNE,43.0,NW,NE,7.0,28.0,65.0,61.0,1016.5,1012.8,,,22.0,25.7,No,No
2015-07-10,WaggaWagga,6.3,14.6,6.2,2.0,6.2,ENE,28.0,NNE,NNE,6.0,13.0,93.0,67.0,1020.8,1017.9,7.0,3.0,8.8,13.7,Yes,No
2011-03-15,MountGinini,8.2,17.7,0.2,,,ENE,33.0,NNW,W,13.0,11.0,,85.0,,,,,,16.5,No,No
2016-02-22,GoldCoast,23.5,29.8,,,,SSE,54.0,SSE,SE,35.0,39.0,70.0,67.0,1022.9,1019.9,,,28.0,28.5,,Yes
2015-02-03,SydneyAirport,20.0,24.0,0.0,8.6,9.8,S,48.0,SSW,S,26.0,30.0,70.0,57.0,1020.0,1017.7,5.0,2.0,21.1,22.8,No,No
2017-01-29,Woomera,22.3,41.1,0.0,,,E,30.0,ESE,ENE,20.0,13.0,37.0,9.0,1014.0,1011.3,,,28.3,40.8,No,No
2010-01-26,Launceston,13.8,27.2,0.0,,,N,39.0,WNW,NNW,7.0,26.0,90.0,52.0,1009.6,1007.7,,,17.1,23.4,No,No
2011-02-26,Sydney,20.9,27.2,0.0,7.6,11.1,ENE,41.0,WNW,E,4.0,26.0,80.0,65.0,1012.5,1009.5,,,23.7,26.8,No,No
2010-12-28,Launceston,3.7,20.8,0.0,,,NNW,35.0,,NNW,0.0,15.0,52.0,44.0,1017.2,1014.7,,,11.7,19.9,No,No
2014-03-08,Melbourne,15.0,28.4,0.0,3.6,10.0,S,31.0,SW,S,9.0,20.0,74.0,56.0,1021.9,1018.8,,,20.5,26.7,No,No
2014-08-18,Richmond,9.8,16.5,11.4,,,SSW,56.0,W,S,22.0,26.0,98.0,71.0,1003.7,1006.1,8.0,8.0,12.0,16.0,Yes,Yes
2012-06-27,Townsville,17.9,26.0,0.4,1.0,6.2,E,31.0,ESE,E,11.0,17.0,78.0,75.0,1016.8,1014.1,3.0,7.0,22.9,23.2,No,No
2010-05-29,CoffsHarbour,13.4,23.2,1.8,0.6,2.8,NNW,35.0,NNW,NNW,13.0,17.0,90.0,63.0,1012.2,1005.0,7.0,7.0,16.7,20.9,Yes,Yes
2014-05-04,Penrith,11.4,19.5,0.4,,,WSW,48.0,WSW,WSW,15.0,22.0,45.0,38.0,,,,,17.3,17.7,No,No
2015-05-21,Melbourne,,,,2.2,0.0,SSW,37.0,SSW,SSW,11.0,13.0,,,,,,,,,,
2013-03-11,Wollongong,19.2,26.1,0.2,,,ENE,30.0,E,ENE,7.0,19.0,82.0,68.0,1020.9,1019.6,,,22.3,25.3,No,No
2017-01-27,PerthAirport,20.7,36.1,0.0,14.2,12.9,E,50.0,SW,WSW,11.0,26.0,31.0,33.0,1009.9,1007.4,3.0,1.0,29.6,34.1,No,No
2011-07-10,Cobar,5.1,14.9,0.0,2.0,,WSW,39.0,WNW,SW,9.0,24.0,52.0,41.0,1023.4,1019.8,8.0,7.0,10.1,13.5,No,No
2012-04-18,Williamtown,16.5,19.8,56.2,4.2,0.0,NNE,24.0,SSW,ENE,6.0,4.0,93.0,97.0,1019.9,1017.4,7.0,8.0,19.1,18.7,Yes,Yes
2011-06-14,Williamtown,14.0,19.2,16.8,6.2,0.9,SE,76.0,ESE,ESE,35.0,43.0,83.0,65.0,1018.5,1016.6,8.0,7.0,15.5,17.7,Yes,Yes
2013-03-24,SydneyAirport,20.8,30.7,0.0,4.8,10.5,ENE,35.0,W,ENE,7.0,26.0,80.0,47.0,1015.8,1011.0,1.0,1.0,23.3,29.5,No,No
2010-01-18,Walpole,19.8,35.7,0.0,,,NW,37.0,NW,SW,20.0,20.0,24.0,41.0,1010.6,1011.3,,,32.4,29.3,No,No
2009-01-14,Witchcliffe,10.4,24.6,0.0,,,SSE,43.0,SE,SE,9.0,15.0,64.0,41.0,1020.4,1019.0,,,18.0,23.4,No,No
2016-08-30,Nhil,10.5,16.3,2.2,,,ENE,39.0,ENE,N,24.0,17.0,91.0,78.0,1015.2,1012.0,,,10.8,15.3,Yes,No
2015-09-04,Dartmoor,5.1,14.4,0.8,0.6,4.0,SW,26.0,,SW,0.0,7.0,,,1027.7,1025.3,,,8.6,13.8,No,No
2013-06-28,Portland,9.7,13.7,1.0,0.4,7.3,SSW,20.0,N,SSW,9.0,13.0,99.0,96.0,1024.0,1023.8,8.0,8.0,10.4,12.6,No,Yes
2016-02-12,WaggaWagga,18.3,34.6,0.0,9.2,12.0,E,31.0,ENE,SSE,22.0,13.0,57.0,23.0,1014.6,1011.2,1.0,3.0,24.4,32.5,No,No
2017-03-03,Newcastle,20.8,26.2,1.0,,,,,,,0.0,,95.0,,,,8.0,,22.0,,No,Yes
2013-07-22,Tuggeranong,0.8,9.8,0.0,,,NW,52.0,NW,NW,15.0,22.0,62.0,57.0,1018.1,1017.5,,,6.2,8.2,No,No
2010-08-29,Penrith,4.1,19.6,0.0,,,E,28.0,NW,ENE,6.0,11.0,79.0,41.0,,,,,10.2,19.5,No,No
2012-05-15,Sale,8.9,17.5,0.2,1.8,5.5,W,35.0,WNW,SW,15.0,13.0,92.0,62.0,1026.4,1024.7,6.0,5.0,11.6,16.3,No,No
2012-04-07,Adelaide,13.5,20.1,0.0,,8.8,WSW,30.0,SSE,WSW,7.0,17.0,40.0,37.0,1025.8,1022.8,,,16.9,18.5,No,No
2011-07-13,Dartmoor,7.9,12.6,3.6,1.4,2.5,SW,41.0,WSW,SW,7.0,20.0,99.0,73.0,1021.6,1022.1,,,8.9,11.6,Yes,No
2009-08-28,GoldCoast,16.9,27.0,0.0,,,NNE,31.0,NNW,ENE,7.0,17.0,63.0,76.0,1018.0,1014.0,,,22.7,23.1,No,No
2009-07-29,Melbourne,9.4,16.4,0.0,1.2,4.4,W,37.0,N,W,13.0,20.0,71.0,52.0,1024.0,1023.1,6.0,7.0,12.3,16.0,No,No
2016-01-24,SalmonGums,16.9,32.3,3.4,,,SE,43.0,S,SSW,6.0,7.0,68.0,37.0,,,,,24.0,31.2,Yes,No
2014-05-23,Cairns,21.3,26.0,7.2,3.2,2.2,S,37.0,S,SSE,20.0,19.0,95.0,74.0,1017.1,1014.2,7.0,5.0,22.3,25.6,Yes,Yes
2009-08-02,Townsville,12.1,26.1,0.0,7.4,9.8,E,43.0,S,ENE,9.0,30.0,42.0,50.0,1021.8,1018.6,2.0,7.0,20.4,24.2,No,No
2009-08-03,Brisbane,9.4,24.3,0.0,3.2,9.1,WNW,24.0,SSW,WNW,6.0,11.0,73.0,36.0,1024.8,1020.1,0.0,0.0,15.0,24.1,No,No
2014-06-04,Newcastle,9.5,21.0,0.0,,,,,NW,,9.0,0.0,68.0,63.0,,,0.0,2.0,13.0,19.0,No,Yes
2014-02-04,Cobar,25.6,39.1,0.0,14.2,,E,54.0,SSW,W,15.0,20.0,29.0,17.0,1010.4,1008.5,5.0,6.0,29.1,36.9,No,No
2012-08-11,Brisbane,9.7,21.9,0.0,7.0,10.2,W,28.0,WSW,SSW,7.0,6.0,40.0,28.0,1017.9,1014.8,1.0,5.0,14.6,20.8,No,No
2009-08-19,Walpole,9.7,15.5,2.2,,,N,46.0,NNW,NW,19.0,17.0,91.0,89.0,1013.4,1012.0,,,12.5,13.7,Yes,Yes
2010-12-05,Hobart,10.6,15.2,0.2,6.8,1.5,SE,30.0,SE,SE,17.0,15.0,52.0,53.0,1020.0,1019.7,,,12.5,14.3,No,No
2015-01-01,Williamtown,20.3,33.7,0.0,7.6,,E,37.0,NNE,E,20.0,20.0,65.0,53.0,1014.5,1011.0,2.0,2.0,26.1,31.5,No,No
2011-07-12,Moree,-3.2,15.7,0.0,3.2,9.1,WSW,20.0,ENE,WSW,2.0,13.0,71.0,36.0,1026.2,1023.0,0.0,0.0,5.5,15.0,No,No
2009-01-21,Watsonia,14.5,29.7,0.0,14.4,10.9,S,33.0,E,SSW,6.0,20.0,66.0,37.0,1010.3,1006.1,7.0,6.0,18.9,28.5,No,No
2014-07-03,Katherine,8.4,28.7,0.0,5.2,,,,E,ESE,17.0,13.0,75.0,41.0,1017.0,1012.2,1.0,3.0,16.2,27.5,No,No
2011-03-30,AliceSprings,13.8,30.2,0.0,7.4,10.7,ESE,44.0,ESE,SE,9.0,28.0,54.0,35.0,1016.0,1012.0,1.0,5.0,22.0,29.2,No,No
2009-11-29,Cobar,18.5,26.2,0.0,15.6,12.0,W,57.0,WSW,W,30.0,24.0,42.0,25.0,1006.2,1005.4,3.0,1.0,20.0,24.5,No,No
2010-11-07,MountGinini,1.5,14.0,1.8,,,NNE,35.0,NNW,NW,13.0,17.0,98.0,77.0,,,,,5.0,9.6,Yes,Yes
2009-10-11,Bendigo,5.6,21.0,0.0,3.0,,NE,37.0,E,NE,13.0,20.0,65.0,30.0,1021.2,1015.4,1.0,3.0,12.5,20.4,No,No
2010-07-18,Witchcliffe,7.3,16.2,2.6,,,WSW,46.0,W,SSW,7.0,15.0,85.0,75.0,1030.0,1028.7,,,12.4,14.2,Yes,Yes
2013-05-20,CoffsHarbour,4.9,18.0,0.0,3.8,6.0,SSE,22.0,W,SSE,7.0,11.0,67.0,43.0,1019.2,1015.8,6.0,1.0,12.6,17.5,No,No
2012-05-15,MountGambier,9.8,15.4,0.2,1.2,0.6,WNW,19.0,,SSW,0.0,13.0,72.0,74.0,1030.9,1028.6,7.0,7.0,12.3,14.1,No,No
2015-09-09,NorahHead,9.7,17.8,,,,S,37.0,WSW,S,6.0,28.0,54.0,62.0,1022.7,1021.5,,,15.1,17.1,,
2013-09-20,Brisbane,15.2,28.1,0.0,5.8,11.4,W,37.0,WSW,W,7.0,15.0,28.0,20.0,1012.4,1008.6,0.0,0.0,24.0,27.9,No,No
2014-08-24,NorahHead,11.4,18.1,5.2,,,W,22.0,W,SE,9.0,11.0,97.0,77.0,1029.5,1026.4,,,13.3,17.7,Yes,No
2014-07-18,PearceRAAF,7.7,19.8,0.0,,9.4,ENE,43.0,ENE,NNE,22.0,17.0,61.0,42.0,1024.2,1019.9,1.0,,12.5,19.1,No,
2011-08-21,Cairns,14.8,26.9,0.0,7.4,10.5,SE,46.0,S,ESE,17.0,31.0,59.0,35.0,1019.8,1017.1,3.0,2.0,21.3,25.2,No,No
2012-01-23,Darwin,25.3,32.4,21.8,6.8,5.0,SSW,48.0,S,SW,20.0,22.0,83.0,62.0,1003.7,999.8,7.0,7.0,28.4,32.1,Yes,Yes
2015-05-19,Cairns,22.0,28.1,0.4,4.2,5.8,SE,33.0,S,ESE,17.0,20.0,73.0,66.0,1017.7,1014.5,2.0,7.0,25.0,26.9,No,No
2015-07-01,Katherine,15.7,31.0,0.0,8.0,,E,43.0,ESE,E,15.0,19.0,69.0,61.0,1020.0,1015.5,2.0,7.0,23.3,29.5,No,No
2017-06-12,NorfolkIsland,13.1,19.5,0.2,,,E,30.0,E,ESE,11.0,15.0,76.0,61.0,1026.1,1023.6,8.0,,17.6,18.0,No,No
2011-02-21,PerthAirport,22.0,36.9,0.0,6.6,12.2,E,56.0,ENE,NE,33.0,33.0,45.0,20.0,1013.7,1009.0,2.0,2.0,28.5,36.3,No,No
2014-01-24,Woomera,19.1,23.5,0.8,12.4,1.3,SSE,56.0,S,SSE,35.0,24.0,89.0,92.0,1012.1,1011.7,7.0,8.0,19.4,20.6,No,Yes
2014-01-18,Brisbane,20.1,30.4,0.0,9.6,11.4,ENE,37.0,SE,E,6.0,11.0,54.0,44.0,1014.1,1010.7,4.0,2.0,27.3,29.8,No,No
2016-10-09,Newcastle,,,0.8,,,,,,,0.0,,56.0,,,,4.0,,19.5,,No,
2009-11-29,Woomera,12.7,22.7,0.2,10.0,9.7,SW,54.0,SW,SW,28.0,28.0,68.0,35.0,1014.6,1013.6,8.0,3.0,14.8,20.7,No,No
2015-08-22,Nhil,6.6,17.9,0.2,,,WNW,35.0,NW,WNW,13.0,20.0,100.0,54.0,1017.0,1015.9,,,9.6,16.8,No,No
2008-12-15,Bendigo,9.9,21.2,0.0,6.4,,S,41.0,S,WSW,13.0,19.0,58.0,37.0,1012.7,1011.2,7.0,1.0,11.8,18.8,No,No
2014-06-04,Katherine,22.8,33.3,0.0,,,E,44.0,ESE,ESE,20.0,20.0,75.0,81.0,1014.4,1010.5,2.0,0.0,25.2,32.7,No,No
2014-10-28,Bendigo,7.2,21.3,0.0,,,W,50.0,WNW,W,22.0,33.0,69.0,46.0,1013.7,1013.6,2.0,8.0,12.7,18.9,No,No
2009-11-12,Canberra,10.3,35.5,0.0,10.4,,,,,,,,33.0,13.0,,,,,21.3,33.9,No,No
2011-08-14,Williamtown,7.1,18.0,,,,SSE,31.0,,S,0.0,20.0,94.0,66.0,1025.0,1023.4,2.0,7.0,12.2,15.4,,Yes
2012-04-15,Walpole,11.7,23.5,0.0,,,N,26.0,NNE,W,6.0,15.0,79.0,63.0,1019.6,1015.8,,,17.9,22.1,No,No
2012-10-21,Richmond,10.8,27.8,0.0,,,W,65.0,,WSW,0.0,28.0,86.0,30.0,1014.6,1010.4,,,16.6,25.9,No,No
2009-06-12,Newcastle,4.2,16.3,0.0,,,,,NE,NW,6.0,4.0,65.0,45.0,,,0.0,1.0,8.6,14.8,No,No
2009-02-18,Albany,17.8,21.4,0.0,4.0,8.4,,,SE,ESE,15.0,19.0,58.0,53.0,1017.8,1016.7,8.0,2.0,18.5,20.4,No,No
2014-03-15,Brisbane,18.6,30.2,0.6,6.6,11.1,ENE,24.0,S,NE,4.0,9.0,61.0,48.0,1015.9,1011.4,3.0,1.0,25.1,28.2,No,No
2014-10-16,Wollongong,9.8,19.3,0.6,,,ENE,30.0,NNW,ENE,2.0,19.0,65.0,57.0,1017.9,1016.3,,,15.4,19.0,No,No
2008-05-17,Canberra,7.9,12.3,1.0,1.8,1.7,NW,52.0,NNW,NW,30.0,24.0,68.0,78.0,1006.3,1005.9,7.0,7.0,11.3,7.3,No,No
2009-07-29,SalmonGums,0.1,17.3,0.0,,,W,20.0,NW,NW,11.0,9.0,88.0,46.0,,,,,9.6,16.8,No,No
2017-06-25,Moree,6.7,22.2,0.0,,,W,19.0,E,W,9.0,9.0,73.0,31.0,1021.0,1017.7,5.0,,11.4,21.7,No,No
2015-09-27,Newcastle,11.2,18.2,4.4,,,,,SE,,4.0,,81.0,,,,7.0,,15.2,,Yes,No
2016-08-25,NorfolkIsland,17.9,20.8,0.0,3.6,,NNW,59.0,NNW,NW,30.0,22.0,89.0,92.0,1013.7,1010.1,7.0,7.0,20.1,19.7,No,Yes
2010-04-19,Wollongong,17.4,24.0,0.0,,,ESE,15.0,SE,NNE,7.0,9.0,81.0,75.0,1026.5,1023.8,1.0,,20.8,23.4,No,No
2016-01-03,Melbourne,,,,8.2,7.8,SE,41.0,SSE,SSE,11.0,24.0,,,,,,,,,,
2015-04-20,Richmond,11.8,15.0,6.2,,,SSW,44.0,SW,SW,19.0,26.0,93.0,97.0,1024.7,1021.2,8.0,8.0,12.8,13.6,Yes,Yes
2014-06-18,Cobar,5.5,17.7,0.2,2.0,,SSE,48.0,SE,ESE,9.0,11.0,84.0,43.0,1030.7,1027.5,0.0,0.0,9.5,17.0,No,No
2014-03-26,Watsonia,10.7,28.4,0.0,3.8,7.1,E,30.0,E,SSE,6.0,7.0,90.0,42.0,1025.2,1021.6,4.0,7.0,14.7,27.5,No,Yes
2017-06-15,WaggaWagga,3.4,14.8,0.0,,,ENE,17.0,E,ESE,15.0,4.0,91.0,57.0,1028.7,1026.3,,8.0,5.6,14.5,No,No
2008-08-01,Perth,7.8,18.1,7.8,1.0,2.0,N,30.0,NNE,N,11.0,11.0,82.0,86.0,1021.6,1018.3,7.0,7.0,11.8,15.0,Yes,Yes
2016-04-29,Portland,14.3,19.4,6.4,2.4,,NNW,43.0,NNW,NW,24.0,24.0,84.0,65.0,1011.6,1010.0,7.0,,15.9,19.0,Yes,Yes
2015-04-19,Sydney,18.0,22.5,2.4,6.6,6.6,S,61.0,WSW,SSE,22.0,35.0,50.0,69.0,1018.5,1019.6,6.0,7.0,19.4,20.0,Yes,Yes
2012-07-31,Witchcliffe,14.6,18.3,0.0,,,NNW,56.0,NNW,W,20.0,19.0,,,1010.9,1010.8,,,17.1,15.7,No,Yes
2012-07-28,Adelaide,8.5,15.4,1.2,,,SSW,30.0,,SW,0.0,15.0,94.0,71.0,1027.1,1026.4,,,11.4,14.6,Yes,No
2012-01-02,Watsonia,17.6,38.8,0.0,5.8,12.7,ENE,50.0,E,N,4.0,20.0,54.0,21.0,1012.6,1010.1,7.0,7.0,27.0,36.6,No,No
2011-01-19,Woomera,17.8,36.3,0.0,10.4,13.3,SE,39.0,SE,NNW,19.0,6.0,43.0,13.0,1009.6,1007.3,0.0,0.0,23.0,34.7,No,No
2014-09-04,Katherine,13.6,34.7,0.0,6.8,,SSE,39.0,ESE,ESE,22.0,11.0,38.0,11.0,1015.5,1009.4,2.0,4.0,23.8,33.7,No,No
2013-09-21,Woomera,11.0,31.8,0.0,6.2,11.3,NNW,50.0,N,NNW,30.0,28.0,30.0,8.0,1015.5,1010.5,0.0,1.0,21.4,31.0,No,No
