datetime,symbol,open,high,low,close,volume
2022-01-10 16:30:00,NASDAQ:MSFT,306.29,308.89,304.74,308.68,179815.0
2022-01-10 17:30:00,NASDAQ:MSFT,308.56,308.61,,306.0,124912.0
2022-01-10 18:30:00,NASDAQ:MSFT,,310.34,305.62,309.86,152093.0
,NASDAQ:MSFT,309.97,312.33,309.36,312.05,176001.0
2022-01-10 20:30:00,NASDAQ:MSFT,312.02,312.87,310.485,311.72,136068.0
2022-01-10 21:30:00,NASDAQ:MSFT,311.65,314.72,311.18,314.07,272297.0
2022-01-11 15:30:00,NASDAQ:MSFT,313.38,313.83,309.92,312.0,258386.0
2022-01-11 16:30:00,NASDAQ:MSFT,312.29,315.46,310.5,315.25,165415.0
,NASDAQ:MSFT,315.2,,,314.77,
2022-01-11 18:30:00,NASDAQ:MSFT,314.84,315.41,313.97,315.03,77817.0
2022-01-11 19:30:00,NASDAQ:MSFT,315.05,315.6,314.02,314.43,91931.0
2022-01-11 20:30:00,,314.47,316.18,314.16,315.24,129649.0
2022-01-11 21:30:00,NASDAQ:MSFT,315.26,315.48,313.305,314.97,299744.0
2022-01-12 15:30:00,NASDAQ:MSFT,319.9,323.38,318.2,322.47,401085.0
2022-01-12 16:30:00,NASDAQ:MSFT,322.4,322.55,317.83,318.46,185036.0
2022-01-12 17:30:00,NASDAQ:MSFT,318.63,320.19,318.3,319.25,70806.0
2022-01-12 18:30:00,NASDAQ:MSFT,319.33,320.22,318.81,,74581.0
2022-01-12 19:30:00,NASDAQ:MSFT,318.95,319.34,318.02,319.08,57165.0
2022-01-12 20:30:00,NASDAQ:MSFT,319.06,319.13,317.1,317.73,97599.0
2022-01-12 21:30:00,NASDAQ:MSFT,317.69,318.79,317.38,318.22,156704.0
2022-01-13 15:30:00,NASDAQ:MSFT,320.5,320.79,,317.77,186606.0
2022-01-13 16:30:00,NASDAQ:MSFT,317.67,318.005,312.13,314.34,263823.0
2022-01-13 17:30:00,NASDAQ:MSFT,314.34,314.51,309.22,310.0,251593.0
2022-01-13 18:30:00,NASDAQ:MSFT,309.92,310.82,308.63,310.09,252838.0
2022-01-13 19:30:00,NASDAQ:MSFT,309.92,311.01,309.2,309.24,217874.0
2022-01-13 20:30:00,,309.21,309.47,305.79,306.99,406590.0
2022-01-13 21:30:00,NASDAQ:MSFT,307.0,307.38,304.0,304.69,474067.0
,NASDAQ:MSFT,304.25,309.69,303.79,307.19,478969.0
2022-01-14 16:30:00,NASDAQ:MSFT,307.07,308.82,306.2,306.9,201780.0
2022-01-14 17:30:00,NASDAQ:MSFT,306.9,309.17,306.56,308.77,147977.0
2022-01-14 18:30:00,NASDAQ:MSFT,308.68,,306.8,307.44,143194.0
2022-01-14 19:30:00,NASDAQ:MSFT,,308.89,306.88,307.77,125469.0
2022-01-14 20:30:00,NASDAQ:MSFT,307.85,309.88,,309.73,158512.0
2022-01-14 21:30:00,NASDAQ:MSFT,309.77,310.8,309.58,310.17,275991.0
2022-01-18 15:30:00,NASDAQ:MSFT,304.16,309.79,302.38,309.5,401257.0
2022-01-18 16:30:00,NASDAQ:MSFT,309.51,309.55,,305.63,176747.0
2022-01-18 17:30:00,NASDAQ:MSFT,305.66,306.64,304.6,305.39,134471.0
2022-01-18 18:30:00,NASDAQ:MSFT,305.34,305.44,303.35,303.85,156437.0
2022-01-18 19:30:00,NASDAQ:MSFT,303.83,304.71,303.44,303.99,124842.0
2022-01-18 20:30:00,NASDAQ:MSFT,303.96,304.93,302.56,303.31,153474.0
,NASDAQ:MSFT,303.34,303.34,301.77,302.67,335444.0
2022-01-19 15:30:00,NASDAQ:MSFT,306.29,313.9,305.33,310.42,466788.0
2022-01-19 16:30:00,NASDAQ:MSFT,310.44,310.75,306.32,307.06,188845.0
2022-01-19 17:30:00,NASDAQ:MSFT,307.33,311.08,306.7,311.08,213804.0
2022-01-19 18:30:00,NASDAQ:MSFT,311.15,311.29,309.82,309.88,
2022-01-19 19:30:00,NASDAQ:MSFT,309.99,310.12,307.73,307.74,
2022-01-19 20:30:00,NASDAQ:MSFT,307.77,308.91,306.69,306.86,113540.0
2022-01-19 21:30:00,NASDAQ:MSFT,306.8,307.04,302.74,303.31,316783.0
2022-01-20 15:30:00,NASDAQ:MSFT,309.02,311.57,307.45,309.8,304735.0
2022-01-20 16:30:00,NASDAQ:MSFT,309.92,311.16,309.38,310.81,123020.0
2022-01-20 17:30:00,NASDAQ:MSFT,310.8,311.32,309.68,310.14,
2022-01-20 18:30:00,NASDAQ:MSFT,310.23,310.58,307.73,308.55,88659.0
2022-01-20 19:30:00,NASDAQ:MSFT,308.56,309.02,306.91,307.02,87552.0
2022-01-20 20:30:00,,306.97,307.07,304.55,305.09,131435.0
2022-01-20 21:30:00,NASDAQ:MSFT,305.0,305.31,301.15,301.52,285431.0
2022-01-21 15:30:00,NASDAQ:MSFT,302.685,303.2,297.63,299.07,435125.0
2022-01-21 16:30:00,NASDAQ:MSFT,299.0,,299.0,303.82,306594.0
2022-01-21 17:30:00,NASDAQ:MSFT,303.73,304.05,300.95,301.83,210474.0
2022-01-21 18:30:00,NASDAQ:MSFT,301.68,302.79,299.22,299.86,142762.0
2022-01-21 19:30:00,NASDAQ:MSFT,299.86,301.52,299.37,299.62,167671.0
2022-01-21 20:30:00,NASDAQ:MSFT,299.47,300.91,297.03,297.23,293939.0
2022-01-21 21:30:00,NASDAQ:MSFT,297.23,299.62,295.67,295.87,415408.0
2022-01-24 15:30:00,NASDAQ:MSFT,292.2,292.78,286.04,287.33,675387.0
2022-01-24 16:30:00,NASDAQ:MSFT,287.26,288.8,,284.62,386408.0
2022-01-24 17:30:00,NASDAQ:MSFT,284.61,285.03,276.05,280.09,497367.0
2022-01-24 18:30:00,NASDAQ:MSFT,280.08,,279.96,286.17,477772.0
2022-01-24 19:30:00,NASDAQ:MSFT,286.25,291.78,286.15,287.49,381093.0
2022-01-24 20:30:00,NASDAQ:MSFT,287.37,292.01,,291.45,408875.0
2022-01-24 21:30:00,NASDAQ:MSFT,291.4,297.09,290.36,,489270.0
2022-01-25 15:30:00,NASDAQ:MSFT,291.48,293.6,286.99,290.34,434209.0
2022-01-25 16:30:00,NASDAQ:MSFT,290.52,290.58,285.93,287.38,254612.0
2022-01-25 17:30:00,NASDAQ:MSFT,287.33,288.26,285.2,288.01,221808.0
2022-01-25 18:30:00,NASDAQ:MSFT,287.99,289.97,286.85,289.96,159745.0
2022-01-25 19:30:00,NASDAQ:MSFT,289.85,294.05,289.6,293.52,208840.0
2022-01-25 20:30:00,NASDAQ:MSFT,293.42,294.98,290.86,291.0,248736.0
2022-01-25 21:30:00,NASDAQ:MSFT,290.95,292.03,287.78,288.41,473370.0
2022-01-26 15:30:00,NASDAQ:MSFT,307.985,308.47,298.57,300.0,991190.0
,NASDAQ:MSFT,299.91,301.27,298.6,300.71,428555.0
2022-01-26 17:30:00,NASDAQ:MSFT,300.75,303.3,299.91,303.29,245588.0
2022-01-26 18:30:00,NASDAQ:MSFT,303.3,304.22,301.21,302.15,163689.0
2022-01-26 19:30:00,NASDAQ:MSFT,302.03,306.59,300.85,303.03,359988.0
2022-01-26 20:30:00,NASDAQ:MSFT,302.93,303.95,293.1,297.74,555857.0
2022-01-26 21:30:00,NASDAQ:MSFT,297.6,298.265,294.26,296.94,475242.0
2022-01-27 15:30:00,NASDAQ:MSFT,302.69,307.29,301.4,303.89,489823.0
2022-01-27 16:30:00,NASDAQ:MSFT,,,302.36,304.715,338876.0
2022-01-27 17:30:00,NASDAQ:MSFT,304.7,306.54,301.71,302.27,242216.0
2022-01-27 18:30:00,NASDAQ:MSFT,302.33,302.76,298.99,299.13,248207.0
2022-01-27 19:30:00,NASDAQ:MSFT,299.2,301.83,298.57,298.98,233411.0
2022-01-27 20:30:00,NASDAQ:MSFT,298.98,300.58,297.96,299.19,226240.0
2022-01-27 21:30:00,NASDAQ:MSFT,299.24,302.05,,299.79,238475.0
2022-01-28 15:30:00,NASDAQ:MSFT,300.23,300.67,294.5,298.72,369134.0
2022-01-28 16:30:00,NASDAQ:MSFT,298.86,304.19,297.38,303.95,290187.0
,NASDAQ:MSFT,304.0,305.4,302.89,303.24,261288.0
2022-01-28 18:30:00,NASDAQ:MSFT,303.13,304.51,302.22,303.38,143018.0
2022-01-28 19:30:00,,303.43,304.37,300.12,300.58,159567.0
2022-01-28 20:30:00,NASDAQ:MSFT,300.46,304.88,299.96,304.18,198523.0
2022-01-28 21:30:00,NASDAQ:MSFT,,308.44,,308.13,450188.0
2022-01-31 15:30:00,NASDAQ:MSFT,308.76,312.38,306.4,309.99,531836.0
2022-01-31 16:30:00,NASDAQ:MSFT,310.05,310.28,307.1,,211778.0
2022-01-31 17:30:00,NASDAQ:MSFT,307.65,310.38,307.18,308.28,142567.0
2022-01-31 18:30:00,,308.42,308.635,307.36,307.49,124576.0
,NASDAQ:MSFT,307.56,309.0,307.33,309.0,127492.0
2022-01-31 20:30:00,,309.01,309.13,307.0,308.23,161499.0
2022-01-31 21:30:00,NASDAQ:MSFT,308.18,311.49,,311.1,367648.0
2022-02-01 15:30:00,NASDAQ:MSFT,310.51,310.63,305.33,306.42,340519.0
2022-02-01 16:30:00,NASDAQ:MSFT,306.47,308.0,305.41,307.6,
2022-02-01 17:30:00,NASDAQ:MSFT,307.62,308.7,306.87,307.53,167209.0
2022-02-01 18:30:00,NASDAQ:MSFT,307.57,307.57,305.88,306.65,124729.0
2022-02-01 19:30:00,NASDAQ:MSFT,306.66,306.8,305.14,305.59,133865.0
2022-02-01 20:30:00,NASDAQ:MSFT,305.61,307.65,305.32,307.58,147332.0
2022-02-01 21:30:00,NASDAQ:MSFT,307.6,309.24,307.01,308.8,302445.0
2022-02-02 15:30:00,NASDAQ:MSFT,309.63,315.09,308.9,312.32,357217.0
2022-02-02 16:30:00,NASDAQ:MSFT,312.3,313.43,309.77,310.53,161323.0
,NASDAQ:MSFT,,312.01,309.62,310.92,118836.0
2022-02-02 18:30:00,NASDAQ:MSFT,,312.71,310.57,311.27,118741.0
2022-02-02 19:30:00,NASDAQ:MSFT,311.31,312.24,311.09,312.04,105978.0
2022-02-02 20:30:00,NASDAQ:MSFT,312.07,313.755,311.82,313.2,183389.0
2022-02-02 21:30:00,NASDAQ:MSFT,313.2,314.08,312.59,313.4,229473.0
2022-02-03 15:30:00,NASDAQ:MSFT,309.49,311.2,307.6,310.85,322523.0
2022-02-03 16:30:00,NASDAQ:MSFT,310.86,311.18,307.76,,117715.0
2022-02-03 17:30:00,NASDAQ:MSFT,308.16,308.82,306.0,307.14,169420.0
2022-02-03 18:30:00,NASDAQ:MSFT,307.16,307.76,305.9,306.08,184943.0
2022-02-03 19:30:00,NASDAQ:MSFT,306.07,306.52,304.32,304.73,223826.0
2022-02-03 20:30:00,NASDAQ:MSFT,304.62,304.76,302.75,304.26,299715.0
2022-02-03 21:30:00,NASDAQ:MSFT,304.24,304.28,300.12,301.22,353492.0
2022-02-04 15:30:00,NASDAQ:MSFT,300.93,306.39,299.99,303.71,307968.0
2022-02-04 16:30:00,NASDAQ:MSFT,303.74,305.5,302.59,305.155,152378.0
2022-02-04 17:30:00,NASDAQ:MSFT,305.24,306.25,304.62,305.75,126254.0
2022-02-04 18:30:00,NASDAQ:MSFT,305.79,307.71,305.2,307.11,105703.0
2022-02-04 19:30:00,NASDAQ:MSFT,,308.07,306.3,306.87,95852.0
,NASDAQ:MSFT,306.94,308.79,306.64,307.82,133316.0
2022-02-04 21:30:00,NASDAQ:MSFT,307.86,308.47,305.83,305.83,184390.0
2022-02-07 15:30:00,NASDAQ:MSFT,305.76,,304.75,305.92,135343.0
2022-02-07 16:30:00,NASDAQ:MSFT,305.73,306.73,304.04,,86284.0
2022-02-07 17:30:00,NASDAQ:MSFT,304.15,304.4,302.39,302.41,121019.0
2022-02-07 18:30:00,NASDAQ:MSFT,302.38,303.71,301.82,303.48,101448.0
2022-02-07 19:30:00,NASDAQ:MSFT,303.53,304.29,302.85,304.27,88355.0
2022-02-07 20:30:00,NASDAQ:MSFT,304.31,304.9,302.94,303.14,116636.0
2022-02-07 21:30:00,NASDAQ:MSFT,303.1,303.42,299.91,300.88,249733.0
2022-02-08 15:30:00,NASDAQ:MSFT,301.13,303.13,299.98,301.21,213055.0
2022-02-08 16:30:00,NASDAQ:MSFT,301.17,304.81,300.44,304.22,160602.0
2022-02-08 17:30:00,NASDAQ:MSFT,304.3,305.1,303.65,304.45,116086.0
2022-02-08 18:30:00,NASDAQ:MSFT,304.5,305.53,303.43,303.94,84940.0
,NASDAQ:MSFT,303.99,305.06,303.55,303.6,91773.0
2022-02-08 20:30:00,NASDAQ:MSFT,303.54,305.04,302.83,303.94,99485.0
2022-02-08 21:30:00,NASDAQ:MSFT,303.99,,303.56,304.37,216955.0
2022-02-09 15:30:00,NASDAQ:MSFT,309.875,311.88,,307.88,295684.0
2022-02-09 16:30:00,NASDAQ:MSFT,307.89,309.06,307.59,308.37,136691.0
,NASDAQ:MSFT,308.33,,307.5,308.66,144937.0
2022-02-09 18:30:00,NASDAQ:MSFT,308.67,309.03,308.2,308.69,83045.0
2022-02-09 19:30:00,NASDAQ:MSFT,308.69,309.85,308.2,309.84,99696.0
2022-02-09 20:30:00,NASDAQ:MSFT,309.83,310.185,308.54,310.02,184383.0
2022-02-09 21:30:00,NASDAQ:MSFT,310.0,,309.45,311.21,300258.0
2022-02-10 15:30:00,NASDAQ:MSFT,304.04,309.02,303.44,306.41,398472.0
2022-02-10 16:30:00,NASDAQ:MSFT,,308.6,304.34,305.32,288923.0
2022-02-10 17:30:00,NASDAQ:MSFT,305.26,306.77,304.06,306.65,189482.0
2022-02-10 18:30:00,NASDAQ:MSFT,,307.03,,302.56,277023.0
2022-02-10 19:30:00,NASDAQ:MSFT,302.56,303.35,301.51,302.45,214608.0
2022-02-10 20:30:00,NASDAQ:MSFT,302.47,303.49,301.58,302.08,190744.0
2022-02-10 21:30:00,NASDAQ:MSFT,302.0,303.18,300.72,302.29,320961.0
2022-02-11 15:30:00,NASDAQ:MSFT,303.19,304.26,299.04,300.51,267122.0
2022-02-11 16:30:00,NASDAQ:MSFT,300.46,301.31,299.21,299.86,141195.0
2022-02-11 17:30:00,NASDAQ:MSFT,299.83,301.26,299.25,300.64,94978.0
2022-02-11 18:30:00,NASDAQ:MSFT,300.5,301.07,299.15,,104425.0
2022-02-11 19:30:00,NASDAQ:MSFT,,299.16,295.08,296.41,263262.0
2022-02-11 20:30:00,NASDAQ:MSFT,296.45,297.68,295.11,295.99,230314.0
2022-02-11 21:30:00,NASDAQ:MSFT,,296.85,294.26,294.94,348032.0
2022-02-14 15:30:00,NASDAQ:MSFT,293.38,295.85,292.61,,
2022-02-14 16:30:00,NASDAQ:MSFT,293.32,296.72,292.04,296.31,
2022-02-14 17:30:00,NASDAQ:MSFT,296.33,296.69,294.99,296.04,93834.0
2022-02-14 18:30:00,NASDAQ:MSFT,295.9,296.63,295.2,295.51,77086.0
2022-02-14 19:30:00,NASDAQ:MSFT,295.49,295.49,,293.23,203179.0
2022-02-14 20:30:00,,293.25,295.53,292.86,294.48,134354.0
2022-02-14 21:30:00,NASDAQ:MSFT,294.48,295.64,294.06,294.9,207045.0
2022-02-15 15:30:00,NASDAQ:MSFT,300.01,300.8,298.25,299.04,167092.0
2022-02-15 16:30:00,NASDAQ:MSFT,299.15,300.68,298.77,299.4,113004.0
2022-02-15 17:30:00,NASDAQ:MSFT,299.54,,297.88,298.0,90279.0
2022-02-15 18:30:00,NASDAQ:MSFT,297.95,298.95,297.13,,84049.0
2022-02-15 19:30:00,NASDAQ:MSFT,298.76,299.14,298.24,299.0,76420.0
2022-02-15 20:30:00,NASDAQ:MSFT,299.05,300.19,298.68,299.89,116463.0
2022-02-15 21:30:00,NASDAQ:MSFT,299.875,300.73,298.72,300.57,214495.0
2022-02-16 15:30:00,NASDAQ:MSFT,298.49,298.66,293.69,294.44,197095.0
2022-02-16 16:30:00,NASDAQ:MSFT,294.33,295.58,294.12,295.5,121020.0
2022-02-16 17:30:00,NASDAQ:MSFT,295.29,,295.0,296.43,105207.0
2022-02-16 18:30:00,NASDAQ:MSFT,296.385,296.75,295.51,296.65,65364.0
2022-02-16 19:30:00,NASDAQ:MSFT,296.65,299.27,295.81,298.97,
2022-02-16 20:30:00,NASDAQ:MSFT,299.04,300.87,298.42,300.49,169535.0
2022-02-16 21:30:00,NASDAQ:MSFT,300.44,300.82,299.23,299.67,185751.0
2022-02-17 15:30:00,NASDAQ:MSFT,296.23,296.74,293.54,293.95,186342.0
2022-02-17 16:30:00,,293.89,295.31,293.59,294.94,149937.0
2022-02-17 17:30:00,NASDAQ:MSFT,294.98,295.36,293.23,293.84,
2022-02-17 18:30:00,NASDAQ:MSFT,293.83,294.49,293.14,,103854.0
2022-02-17 19:30:00,NASDAQ:MSFT,293.42,293.86,293.13,293.39,105315.0
2022-02-17 20:30:00,NASDAQ:MSFT,293.39,293.48,291.44,292.05,169746.0
2022-02-17 21:30:00,NASDAQ:MSFT,291.99,292.58,290.02,290.75,
2022-02-18 15:30:00,NASDAQ:MSFT,293.05,293.81,289.62,289.93,214488.0
2022-02-18 16:30:00,NASDAQ:MSFT,289.87,290.02,288.31,289.77,177698.0
2022-02-18 17:30:00,NASDAQ:MSFT,289.91,290.68,289.08,289.25,112394.0
2022-02-18 18:30:00,NASDAQ:MSFT,,289.52,286.31,286.81,156327.0
2022-02-18 19:30:00,NASDAQ:MSFT,286.79,289.53,286.67,289.38,120990.0
2022-02-18 20:30:00,NASDAQ:MSFT,289.44,290.5,287.89,288.25,207539.0
2022-02-18 21:30:00,NASDAQ:MSFT,,289.04,286.94,287.99,270309.0
2022-02-22 15:30:00,NASDAQ:MSFT,284.79,291.52,,290.49,365717.0
2022-02-22 16:30:00,NASDAQ:MSFT,290.54,290.54,287.02,287.68,167636.0
2022-02-22 17:30:00,,,287.94,286.25,286.75,144453.0
2022-02-22 18:30:00,NASDAQ:MSFT,286.755,287.1,285.7,286.175,116497.0
2022-02-22 19:30:00,NASDAQ:MSFT,286.15,287.61,285.12,287.07,164821.0
2022-02-22 20:30:00,NASDAQ:MSFT,286.98,290.23,286.15,289.33,
2022-02-22 21:30:00,NASDAQ:MSFT,,289.33,286.16,287.73,244108.0
2022-02-23 15:30:00,NASDAQ:MSFT,,291.56,287.94,288.03,262332.0
2022-02-23 16:30:00,NASDAQ:MSFT,287.94,288.48,286.0,286.46,145195.0
2022-02-23 17:30:00,NASDAQ:MSFT,,,286.34,288.0,128509.0
2022-02-23 18:30:00,NASDAQ:MSFT,287.95,288.1,284.77,284.87,110800.0
2022-02-23 19:30:00,NASDAQ:MSFT,285.05,285.41,282.67,282.78,143140.0
2022-02-23 20:30:00,NASDAQ:MSFT,282.99,283.22,281.07,282.14,250272.0
2022-02-23 21:30:00,NASDAQ:MSFT,282.09,282.47,,280.29,388756.0
2022-02-24 15:30:00,NASDAQ:MSFT,272.51,282.41,271.52,280.58,644681.0
,NASDAQ:MSFT,280.52,286.37,280.4,285.33,396101.0
2022-02-24 17:30:00,NASDAQ:MSFT,285.42,285.89,281.53,283.08,196414.0
2022-02-24 18:30:00,,283.06,285.585,282.3,283.67,178226.0
2022-02-24 19:30:00,,283.65,288.45,,287.11,231964.0
2022-02-24 20:30:00,NASDAQ:MSFT,287.15,291.37,287.15,290.63,275666.0
2022-02-24 21:30:00,,290.69,295.11,290.69,294.37,490255.0
2022-02-25 15:30:00,NASDAQ:MSFT,295.19,295.79,291.66,295.56,350351.0
2022-02-25 16:30:00,NASDAQ:MSFT,295.64,296.62,293.67,295.85,224619.0
2022-02-25 17:30:00,NASDAQ:MSFT,,297.35,295.29,297.0,126380.0
2022-02-25 18:30:00,NASDAQ:MSFT,297.03,,294.57,295.82,150318.0
2022-02-25 19:30:00,NASDAQ:MSFT,295.83,296.66,295.12,296.05,135368.0
2022-02-25 20:30:00,NASDAQ:MSFT,296.19,297.38,294.94,296.83,198572.0
2022-02-25 21:30:00,NASDAQ:MSFT,296.85,297.61,296.13,297.43,292392.0
2022-02-28 15:30:00,NASDAQ:MSFT,,296.92,293.82,294.78,242022.0
2022-02-28 16:30:00,NASDAQ:MSFT,294.79,297.97,294.74,297.79,212545.0
,NASDAQ:MSFT,297.87,298.49,295.17,295.63,143851.0
2022-02-28 18:30:00,NASDAQ:MSFT,295.56,296.7,294.39,295.4,142850.0
2022-02-28 19:30:00,NASDAQ:MSFT,295.28,296.33,293.02,293.48,120249.0
2022-02-28 20:30:00,NASDAQ:MSFT,293.49,,293.17,295.14,144171.0
2022-02-28 21:30:00,NASDAQ:MSFT,295.12,299.11,293.2,298.99,346345.0
2022-03-01 15:30:00,,296.55,299.96,295.51,299.23,263866.0
2022-03-01 16:30:00,NASDAQ:MSFT,299.28,299.64,296.97,297.19,187638.0
2022-03-01 17:30:00,NASDAQ:MSFT,297.23,297.23,294.6,295.84,201099.0
2022-03-01 18:30:00,NASDAQ:MSFT,295.88,297.18,294.3,294.3,131333.0
2022-03-01 19:30:00,NASDAQ:MSFT,294.25,295.74,294.22,295.3,154009.0
2022-03-01 20:30:00,NASDAQ:MSFT,295.19,296.37,293.73,293.78,233355.0
2022-03-01 21:30:00,NASDAQ:MSFT,293.71,295.45,292.16,294.73,273742.0
2022-03-02 15:30:00,NASDAQ:MSFT,295.71,298.37,293.72,296.85,307141.0
2022-03-02 16:30:00,NASDAQ:MSFT,296.9,298.75,295.34,298.01,197502.0
2022-03-02 17:30:00,NASDAQ:MSFT,298.05,299.7,297.7,299.26,149825.0
2022-03-02 18:30:00,NASDAQ:MSFT,299.33,300.58,298.7,300.04,147647.0
2022-03-02 19:30:00,NASDAQ:MSFT,300.09,300.74,299.13,,126364.0
2022-03-02 20:30:00,NASDAQ:MSFT,300.02,301.38,299.64,300.37,190120.0
2022-03-02 21:30:00,NASDAQ:MSFT,300.41,301.44,299.76,300.2,286200.0
2022-03-03 15:30:00,NASDAQ:MSFT,302.9,302.9,297.55,298.34,257395.0
2022-03-03 16:30:00,NASDAQ:MSFT,298.32,298.63,296.05,297.33,201350.0
2022-03-03 17:30:00,NASDAQ:MSFT,297.32,297.84,295.71,295.98,
2022-03-03 18:30:00,NASDAQ:MSFT,296.06,299.37,295.78,298.2,170927.0
2022-03-03 19:30:00,NASDAQ:MSFT,298.04,298.35,296.78,297.78,
2022-03-03 20:30:00,NASDAQ:MSFT,297.8,297.8,294.9,295.75,154046.0
2022-03-03 21:30:00,NASDAQ:MSFT,295.72,296.0,,295.88,207244.0
2022-03-04 15:30:00,NASDAQ:MSFT,294.36,295.66,289.3,290.0,329457.0
2022-03-04 16:30:00,NASDAQ:MSFT,289.81,291.32,287.58,288.01,149983.0
2022-03-04 17:30:00,NASDAQ:MSFT,287.85,291.91,287.175,291.77,207172.0
2022-03-04 18:30:00,NASDAQ:MSFT,291.71,292.53,289.48,290.4,121333.0
2022-03-04 19:30:00,NASDAQ:MSFT,290.4,291.89,288.51,289.39,117749.0
2022-03-04 20:30:00,NASDAQ:MSFT,289.3,289.95,287.77,288.7,158321.0
2022-03-04 21:30:00,NASDAQ:MSFT,288.57,290.47,287.72,289.75,247115.0
2022-03-07 15:30:00,NASDAQ:MSFT,288.53,289.69,,280.28,358885.0
2022-03-07 16:30:00,NASDAQ:MSFT,280.19,283.0,279.0,282.4,275478.0
2022-03-07 17:30:00,NASDAQ:MSFT,282.42,284.44,281.06,281.86,162017.0
2022-03-07 18:30:00,NASDAQ:MSFT,281.82,282.81,280.91,,160801.0
,NASDAQ:MSFT,282.52,284.3,282.31,282.9,173675.0
2022-03-07 20:30:00,NASDAQ:MSFT,282.905,283.15,280.13,281.51,264456.0
2022-03-07 21:30:00,NASDAQ:MSFT,281.41,281.41,278.53,279.01,381039.0
2022-03-08 15:30:00,NASDAQ:MSFT,277.8,280.27,270.62,273.98,616434.0
2022-03-08 16:30:00,NASDAQ:MSFT,273.92,275.64,270.93,271.24,525494.0
2022-03-08 17:30:00,NASDAQ:MSFT,271.24,281.51,270.0,280.08,485024.0
2022-03-08 18:30:00,NASDAQ:MSFT,280.11,283.93,279.38,280.86,390428.0
2022-03-08 19:30:00,,280.86,280.86,275.71,,271393.0
2022-03-08 20:30:00,NASDAQ:MSFT,278.73,280.89,277.3,277.43,176316.0
2022-03-08 21:30:00,NASDAQ:MSFT,277.43,278.025,275.52,275.71,251136.0
2022-03-09 15:30:00,NASDAQ:MSFT,,285.13,280.79,284.83,401765.0
2022-03-09 16:30:00,,285.0,286.96,284.62,284.67,223878.0
