model__n_estimators,model__min_samples_split,model__min_samples_leaf,model__max_features,model__max_depth,model__criterion,model__bootstrap,Combination_ID,Score,Dataset
512,2,2,0.7,5,log_loss,False,64,0.9261305906186691,recruit
512,16,4,0.9,4,gini,False,65,0.8953467352345332,recruit
64,8,1,0.8,11,gini,True,66,0.9300202586878604,recruit
512,2,4,0.6,3,gini,False,67,0.9006763285024154,recruit
512,8,1,0.1,5,entropy,False,68,0.925803334891694,recruit
256,4,2,0.6,2,log_loss,False,69,0.8925261025401278,recruit
512,2,2,0.3,2,entropy,False,70,0.9075923328658252,recruit
512,8,4,1.0,6,gini,False,71,0.9065856319152251,recruit
256,4,1,0.3,4,gini,True,72,0.9195761259155368,recruit
128,8,2,0.3,4,log_loss,False,73,0.9218544491195263,recruit
256,2,4,0.5,10,log_loss,False,74,0.9346267726351879,recruit
32,16,4,0.4,4,gini,True,75,0.9124887018856164,recruit
32,8,2,0.3,1,entropy,False,76,0.8960729312762973,recruit
256,16,4,0.6,7,gini,True,77,0.9265887486364345,recruit
512,2,8,0.4,5,gini,False,78,0.9276235000779179,recruit
512,16,2,0.5,12,log_loss,True,79,0.9308150225962288,recruit
64,4,8,0.5,3,entropy,True,80,0.9071840423874084,recruit
256,16,1,0.4,3,log_loss,False,81,0.9090540751129813,recruit
64,4,2,0.9,1,entropy,True,82,0.8786068256194484,recruit
32,2,2,0.4,4,gini,False,83,0.9157207417796478,recruit
64,2,4,0.5,5,gini,True,84,0.9259934548854605,recruit
512,8,4,0.6,4,log_loss,True,85,0.9167554932211314,recruit
32,4,2,0.7,6,log_loss,False,86,0.9339442106903538,recruit
64,8,1,0.4,6,entropy,False,87,0.9327505064671966,recruit
128,2,2,0.4,14,entropy,True,88,0.9321739130434784,recruit
128,8,8,0.5,11,gini,True,89,0.9268661368240613,recruit
32,16,4,0.2,9,log_loss,True,90,0.924731182795699,recruit
64,16,1,0.4,6,entropy,False,91,0.9321178120617111,recruit
128,2,2,0.1,15,log_loss,True,92,0.9251612903225807,recruit
32,16,4,0.2,5,log_loss,False,93,0.9284400810347514,recruit
32,4,1,0.8,14,gini,True,94,0.9322518310737106,recruit
256,16,4,0.7,1,log_loss,True,95,0.888695652173913,recruit
128,8,2,0.3,14,log_loss,False,96,0.9343182172354682,recruit
32,8,2,0.2,11,gini,True,97,0.9235966962755181,recruit
64,4,8,0.1,5,log_loss,True,98,0.9216393953560854,recruit
128,8,2,0.3,7,entropy,False,99,0.9322767648433848,recruit
32,8,2,0.7,9,gini,True,100,0.931890291413433,recruit
64,4,4,0.3,1,gini,True,101,0.901894966495247,recruit
512,16,4,0.3,15,entropy,True,102,0.9300732429484183,recruit
64,16,8,0.3,4,entropy,False,103,0.9187533115162848,recruit
32,16,1,0.6,3,entropy,False,104,0.903789932990494,recruit
256,4,2,0.9,8,entropy,False,105,0.927255726975222,recruit
64,2,8,0.7,8,entropy,True,106,0.9263175938912264,recruit
32,8,8,0.9,15,log_loss,False,107,0.9249992208196977,recruit
512,2,4,0.1,11,entropy,False,108,0.927698301386941,recruit
512,8,1,0.1,10,log_loss,False,109,0.9264453794608073,recruit
128,4,8,0.3,13,log_loss,True,110,0.9273772791023843,recruit
32,2,8,0.8,10,entropy,False,111,0.9285585164407043,recruit
256,2,8,0.3,4,log_loss,False,112,0.9217827645317126,recruit
512,16,4,0.9,13,entropy,True,113,0.9300109085242325,recruit
32,4,8,0.5,10,gini,False,114,0.9348698768895124,recruit
512,2,4,0.1,6,log_loss,False,115,0.928695652173913,recruit
128,16,8,0.2,9,gini,False,116,0.9305594514570671,recruit
32,2,4,0.4,2,entropy,False,117,0.9007137291569269,recruit
256,8,4,0.4,4,gini,True,118,0.9177621941717313,recruit
256,2,4,0.5,12,log_loss,False,119,0.9370671653420602,recruit
512,16,1,0.5,3,log_loss,True,120,0.9062739597942965,recruit
32,4,4,0.2,2,entropy,False,121,0.9068630201028519,recruit
64,2,8,0.7,9,gini,False,122,0.9318435405952937,recruit
512,8,8,0.3,13,entropy,True,123,0.9290945924887017,recruit
128,4,4,0.6,8,entropy,True,124,0.9301605111422783,recruit
32,4,2,0.7,3,log_loss,True,125,0.9016674458469689,recruit
128,4,2,0.7,5,entropy,True,126,0.9289730403615396,recruit
64,16,4,0.5,13,entropy,True,127,0.9269066541997818,recruit
128,2,2,0.4,11,gini,False,128,0.9317032881408758,recruit
64,16,1,0.8,15,entropy,True,129,0.9283559295621006,recruit
32,2,1,0.7,8,log_loss,True,130,0.9315692691288765,recruit
128,2,4,0.6,9,log_loss,False,131,0.9371170328814088,recruit
256,8,1,0.8,2,log_loss,False,132,0.8863549945457377,recruit
64,16,4,0.5,9,gini,True,133,0.9265201807698302,recruit
64,16,4,0.8,9,entropy,False,134,0.9297054698457222,recruit
512,8,2,0.9,12,gini,True,135,0.9296119682094437,recruit
256,8,4,0.6,13,entropy,False,136,0.9363222689730404,recruit
512,16,2,0.5,13,entropy,True,137,0.9300233754090698,recruit
32,8,1,1.0,7,gini,True,138,0.9268287361695496,recruit
256,4,8,0.7,5,gini,True,139,0.9242200405173757,recruit
32,4,2,1.0,2,entropy,True,140,0.889571450833723,recruit
512,16,2,0.8,8,log_loss,False,141,0.9310861773414368,recruit
64,4,4,0.5,14,log_loss,True,142,0.9312233130746455,recruit
128,4,4,0.4,2,log_loss,False,143,0.9034844943119836,recruit
32,2,4,0.1,12,log_loss,False,144,0.9212903225806451,recruit
512,2,8,1.0,8,entropy,False,145,0.9073461118902914,recruit
32,4,4,0.8,4,entropy,False,146,0.910350631136045,recruit
64,16,1,0.3,14,gini,False,147,0.9301823281907433,recruit
256,8,8,0.2,5,gini,False,148,0.9275424653264764,recruit
256,2,1,0.6,3,log_loss,False,149,0.9026460963066855,recruit
256,8,1,1.0,6,entropy,False,150,0.9032787907121708,recruit
256,16,2,0.7,7,log_loss,False,151,0.9319931432133396,recruit
512,2,8,0.6,15,entropy,True,152,0.9298457223001403,recruit
128,8,4,1.0,9,log_loss,False,153,0.9061461742247157,recruit
64,16,1,0.5,4,log_loss,True,154,0.9174380551659654,recruit
512,8,4,0.1,2,gini,True,155,0.9238023998753312,recruit
256,2,8,0.3,4,gini,False,156,0.9203553062178589,recruit
128,8,2,0.3,10,gini,True,157,0.927860370889824,recruit
32,2,1,0.7,10,entropy,False,158,0.9365279725728534,recruit
128,16,8,0.4,14,gini,False,159,0.9308804737416239,recruit
512,16,4,0.6,4,entropy,False,160,0.916730559451457,recruit
512,4,8,0.9,3,log_loss,True,161,0.9014835592956211,recruit
512,8,4,0.7,5,log_loss,False,162,0.9266261492909459,recruit
128,4,8,0.1,14,log_loss,False,163,0.9291132928159577,recruit
128,2,2,0.9,6,entropy,False,164,0.9254823126071373,recruit
256,4,4,0.9,1,entropy,True,165,0.8851176562256505,recruit
128,2,8,0.7,2,log_loss,True,166,0.8944491195262584,recruit
128,16,2,0.5,2,gini,False,167,0.8917001714196665,recruit
256,2,2,0.9,10,log_loss,False,168,0.9277980364656381,recruit
256,2,1,0.2,6,entropy,False,169,0.9297428705002337,recruit
256,8,4,0.2,8,log_loss,False,170,0.9322237805828268,recruit
256,16,4,0.4,14,log_loss,True,171,0.9282125603864735,recruit
64,8,2,0.4,14,entropy,True,172,0.9302851799906499,recruit
512,2,8,0.5,2,log_loss,True,173,0.9021972884525479,recruit
128,4,2,0.7,8,gini,False,174,0.9331058126850552,recruit
256,2,8,0.6,5,entropy,False,175,0.9276702508960574,recruit
256,4,2,0.7,5,entropy,True,176,0.9241296556023064,recruit
64,8,4,0.3,3,entropy,False,177,0.9164033037244819,recruit
64,8,1,0.6,4,gini,True,178,0.913545270375565,recruit
32,8,1,0.4,11,entropy,False,179,0.9352625837618825,recruit
512,8,2,0.5,14,log_loss,True,180,0.9315599189652485,recruit
64,8,4,0.3,15,gini,True,181,0.9295122331307465,recruit
64,8,2,0.7,4,gini,True,182,0.9135328034907277,recruit
32,8,8,0.1,10,log_loss,False,183,0.9198192301698613,recruit
32,2,4,0.9,11,gini,True,184,0.9263269440548543,recruit
32,16,1,0.2,15,log_loss,False,185,0.9291319931432133,recruit
64,8,8,0.9,14,gini,True,186,0.9272432600903849,recruit
512,2,8,0.9,2,gini,False,187,0.8749415614773258,recruit
128,2,4,0.3,3,gini,True,188,0.9137478572541685,recruit
32,16,8,0.2,11,gini,True,189,0.9241265388810972,recruit
512,2,2,0.3,5,gini,False,190,0.9269689886239676,recruit
512,8,4,0.1,15,gini,False,191,0.9269689886239676,recruit
256,16,8,0.4,13,entropy,True,192,0.9302415458937198,recruit
256,8,8,0.9,1,log_loss,False,193,0.847448963690198,recruit
64,4,8,0.9,8,log_loss,True,194,0.9299018232819075,recruit
64,4,1,0.9,6,entropy,True,195,0.9334081346423563,recruit
256,2,4,0.6,14,gini,False,196,0.9355337385070905,recruit
64,8,4,0.5,6,entropy,True,197,0.9272401433691756,recruit
512,4,4,0.6,3,gini,True,198,0.9046813152563503,recruit
64,16,1,0.6,10,log_loss,True,199,0.9336200716845878,recruit
128,8,4,0.2,12,entropy,True,200,0.9277512856474989,recruit
32,16,1,0.4,8,log_loss,True,201,0.927904004986754,recruit
512,8,8,0.8,2,log_loss,False,202,0.8874925977871279,recruit
64,16,4,0.8,9,gini,False,203,0.9260121552127162,recruit
32,2,4,0.3,10,gini,True,204,0.9290696587190276,recruit
128,2,1,0.4,9,gini,False,205,0.9329904940003116,recruit
64,8,2,1.0,4,entropy,True,206,0.9173165030388031,recruit
128,4,4,0.3,5,entropy,False,207,0.9279414056412655,recruit
32,8,4,0.4,9,log_loss,False,208,0.9307589216144616,recruit
512,16,1,0.7,6,gini,True,209,0.9254636122798816,recruit
32,16,4,0.9,8,gini,True,210,0.9205765934237182,recruit
32,2,1,0.9,14,entropy,False,211,0.9273024777933614,recruit
256,2,2,0.3,1,entropy,True,212,0.9057939847280662,recruit
512,16,1,0.7,7,log_loss,True,213,0.9298301386940938,recruit
512,8,8,0.1,2,entropy,True,214,0.922998285803335,recruit
64,8,8,0.9,11,log_loss,True,215,0.9275424653264764,recruit
512,16,1,1.0,7,gini,True,216,0.9246314477170016,recruit
64,8,8,0.7,7,entropy,False,217,0.9293034128097242,recruit
128,4,8,0.6,2,log_loss,False,218,0.8941218637992833,recruit
512,8,2,0.5,1,entropy,False,219,0.8879538725261026,recruit
128,16,8,0.2,4,gini,True,220,0.9225744117188718,recruit
32,2,4,1.0,3,gini,False,221,0.8690914757674927,recruit
32,2,4,0.8,3,gini,True,222,0.898105033504753,recruit
128,16,1,0.7,11,log_loss,False,223,0.9327660900732431,recruit
32,16,1,0.8,14,gini,False,224,0.925977871279414,recruit
128,16,8,0.7,12,entropy,True,225,0.9307963222689731,recruit
512,4,8,0.6,4,gini,True,226,0.9155119214586257,recruit
32,16,1,0.5,2,log_loss,False,227,0.8978307620383356,recruit
256,4,2,0.7,3,entropy,False,228,0.901299672744273,recruit
128,4,8,0.1,4,gini,False,229,0.9270250896057348,recruit
256,4,4,0.2,15,entropy,True,230,0.9298176718092567,recruit
128,4,8,1.0,5,gini,True,231,0.9235343618513324,recruit
64,8,8,0.6,14,entropy,False,232,0.9329343930185446,recruit
512,16,8,1.0,13,entropy,True,233,0.9292130278946548,recruit
512,8,4,0.8,13,gini,False,234,0.9280162069502883,recruit
64,8,2,0.9,13,log_loss,False,235,0.929247311827957,recruit
512,2,8,0.1,11,gini,False,236,0.9287704534829359,recruit
64,8,1,0.7,13,log_loss,False,237,0.9361103319308087,recruit
256,16,1,0.1,7,gini,False,238,0.9271310581268505,recruit
32,4,1,1.0,12,gini,False,239,0.8880442574411719,recruit
32,8,8,0.8,10,entropy,True,240,0.9292940626460963,recruit
512,4,8,0.8,7,entropy,True,241,0.9280972417017298,recruit
256,8,1,0.7,9,gini,True,242,0.9298737727910238,recruit
256,8,4,0.2,15,gini,False,243,0.931693937977248,recruit
64,16,8,0.3,5,gini,True,244,0.9246439146018389,recruit
32,16,4,0.4,8,gini,True,245,0.9271902758298269,recruit
256,16,4,0.7,10,entropy,True,246,0.9307495714508337,recruit
64,4,2,0.5,9,log_loss,True,247,0.9334299516908212,recruit
128,16,1,0.8,2,entropy,False,248,0.8874115630356864,recruit
512,2,1,0.6,1,entropy,False,249,0.8853233598254636,recruit
32,4,4,0.6,8,entropy,False,250,0.9341623811750038,recruit
32,8,2,0.8,5,gini,False,251,0.9188436964313542,recruit
32,2,1,0.1,8,gini,True,252,0.9107682717780894,recruit
512,2,4,1.0,6,gini,False,253,0.9064297958547606,recruit
512,8,2,0.2,13,gini,False,254,0.9319370422315725,recruit
32,16,2,0.1,12,entropy,False,255,0.9212591553685523,recruit
64,8,1,0.7,11,entropy,False,256,0.935374785725417,recruit
512,4,2,0.3,9,entropy,True,257,0.931781206171108,recruit
512,2,4,0.4,10,gini,False,258,0.9332398316970547,recruit
128,8,4,0.3,1,gini,False,259,0.8942465326476547,recruit
32,4,1,0.5,10,gini,False,260,0.9320679445223625,recruit
128,2,1,0.1,15,gini,False,261,0.9213027894654823,recruit
32,16,8,0.8,11,log_loss,True,262,0.9262770765155057,recruit
256,4,1,0.1,5,log_loss,False,263,0.9262147420913199,recruit
256,4,8,0.3,13,log_loss,True,264,0.929356397070282,recruit
64,8,8,0.4,9,entropy,True,265,0.9293221131369799,recruit
32,2,8,0.3,5,gini,True,266,0.9229764687548698,recruit
64,2,8,0.4,1,gini,True,267,0.9002431042543244,recruit
64,16,2,0.6,12,gini,False,268,0.9313417484805985,recruit
32,16,8,0.8,8,log_loss,False,269,0.9297179367305594,recruit
32,2,1,0.9,8,entropy,False,270,0.9276047997506623,recruit
64,4,4,0.2,8,log_loss,False,271,0.9334330684120306,recruit
128,8,1,0.2,14,gini,True,272,0.9295059996883279,recruit
128,2,2,0.7,8,gini,True,273,0.9316066697833879,recruit
64,16,1,1.0,3,entropy,False,274,0.859654043945769,recruit
64,2,1,0.4,4,log_loss,True,275,0.9180052984260558,recruit
512,2,2,0.3,14,log_loss,True,276,0.9322268973040361,recruit
32,4,2,1.0,11,log_loss,True,277,0.932896992364033,recruit
256,8,4,0.9,14,entropy,True,278,0.931304347826087,recruit
32,4,2,0.7,8,log_loss,False,279,0.9379710144927538,recruit
32,4,4,0.9,5,entropy,False,280,0.919339255103631,recruit
64,8,8,0.8,1,gini,False,281,0.8562786348761104,recruit
512,8,1,0.1,6,gini,True,282,0.9251550568801621,recruit
256,8,4,0.9,14,gini,True,283,0.9286894187314946,recruit
32,8,8,0.6,8,entropy,True,284,0.9280317905563348,recruit
128,16,1,0.8,15,log_loss,True,285,0.9317562724014335,recruit
256,16,8,0.2,12,entropy,False,286,0.9314321333956678,recruit
512,4,1,0.5,14,gini,True,287,0.9304160822814399,recruit
128,16,4,0.3,12,gini,False,288,0.9318528907589217,recruit
32,2,1,1.0,8,log_loss,False,289,0.8891880941249806,recruit
64,8,8,0.7,5,log_loss,True,290,0.923431510051426,recruit
256,4,2,0.5,9,entropy,False,291,0.9350070126227209,recruit
64,2,4,0.3,8,gini,True,292,0.9281346423562411,recruit
32,8,8,1.0,9,entropy,True,293,0.9313666822502727,recruit
512,4,1,0.2,3,entropy,False,294,0.9203615396602775,recruit
256,8,2,0.8,4,entropy,False,295,0.91059061866916,recruit
128,8,8,1.0,7,log_loss,True,296,0.9292441951067477,recruit
128,4,1,0.4,14,gini,True,297,0.9309864422627395,recruit
64,16,8,0.9,11,gini,True,298,0.9252890758921614,recruit
64,16,8,0.9,13,log_loss,False,299,0.9243166588748637,recruit
256,4,4,1.0,3,gini,True,300,0.8973102695963847,recruit
