C,kernel,gamma,score,dataset
3.1622776601683795,rbf,6.812920690579608,0.5752261904761904,credit
3.1622776601683795,rbf,6.812920690579608,0.8157069131007895,spambase
0.46415888336127775,linear,0.006812920690579608,0.8309315164220823,diabetes
0.46415888336127775,linear,0.006812920690579608,0.9996770796325432,banknotes
0.46415888336127775,linear,0.006812920690579608,0.5502142857142858,credit
0.46415888336127775,linear,0.006812920690579608,0.9557911688709811,spambase
1.0,rbf,0.6812920690579608,0.7933850454227812,diabetes
1.0,rbf,0.6812920690579608,1.0,banknotes
1.0,rbf,0.6812920690579608,0.6010714285714286,credit
1.0,rbf,0.6812920690579608,0.9076681103729343,spambase
1.467799267622069,sigmoid,0.0031622776601683794,0.8311362683438155,diabetes
1.467799267622069,sigmoid,0.0031622776601683794,0.9971599784578771,banknotes
1.467799267622069,sigmoid,0.0031622776601683794,0.5574761904761905,credit
1.467799267622069,sigmoid,0.0031622776601683794,0.9405428477366027,spambase
1.467799267622069,linear,0.0031622776601683794,0.8317197763801538,diabetes
1.467799267622069,linear,0.0031622776601683794,0.9997094351114043,banknotes
1.467799267622069,linear,0.0031622776601683794,0.5312380952380952,credit
1.467799267622069,linear,0.0031622776601683794,0.9568313322535682,spambase
1.467799267622069,rbf,0.0031622776601683794,0.8322487770789658,diabetes
1.467799267622069,rbf,0.0031622776601683794,0.9990858696081251,banknotes
1.467799267622069,rbf,0.0031622776601683794,0.6214761904761905,credit
1.467799267622069,rbf,0.0031622776601683794,0.9596274221476117,spambase
6.812920690579608,rbf,0.21544346900318823,0.78656464011181,diabetes
6.812920690579608,rbf,0.21544346900318823,1.0,banknotes
6.812920690579608,rbf,0.21544346900318823,0.6264761904761904,credit
6.812920690579608,rbf,0.21544346900318823,0.9272242259310115,spambase
0.06812920690579612,linear,0.0014677992676220691,0.8308218029350105,diabetes
0.06812920690579612,linear,0.0014677992676220691,0.9995804361433962,banknotes
0.06812920690579612,linear,0.0014677992676220691,0.5016904761904761,credit
0.06812920690579612,linear,0.0014677992676220691,0.9553058665878149,spambase
0.1467799267622069,linear,0.31622776601683794,0.8311921733053808,diabetes
0.1467799267622069,linear,0.31622776601683794,0.9996341504677799,banknotes
0.1467799267622069,linear,0.31622776601683794,0.5170238095238096,credit
0.1467799267622069,linear,0.31622776601683794,0.9580529516017707,spambase
0.06812920690579612,rbf,0.0014677992676220691,0.8292900069881203,diabetes
0.06812920690579612,rbf,0.0014677992676220691,0.9455893631539473,banknotes
0.06812920690579612,rbf,0.0014677992676220691,0.6024285714285714,credit
0.06812920690579612,rbf,0.0014677992676220691,0.9356632362307943,spambase
14.67799267622069,sigmoid,0.03162277660168379,0.7802585604472396,diabetes
14.67799267622069,sigmoid,0.03162277660168379,0.9818659876950493,banknotes
14.67799267622069,sigmoid,0.03162277660168379,0.5176190476190475,credit
14.67799267622069,sigmoid,0.03162277660168379,0.8717438511072586,spambase
6.812920690579608,rbf,6.812920690579608,0.7158626834381552,diabetes
6.812920690579608,rbf,6.812920690579608,1.0,banknotes
6.812920690579608,rbf,6.812920690579608,0.5742261904761905,credit
6.812920690579608,rbf,6.812920690579608,0.8159920609770264,spambase
0.046415888336127774,linear,0.06812920690579612,0.8326443046820404,diabetes
0.046415888336127774,linear,0.06812920690579612,0.9996234357993989,banknotes
0.046415888336127774,linear,0.06812920690579612,0.5447142857142857,credit
0.046415888336127774,linear,0.06812920690579612,0.9545908719319446,spambase
3.1622776601683795,linear,0.006812920690579608,0.8318301886792453,diabetes
3.1622776601683795,linear,0.006812920690579608,0.9996878647921636,banknotes
3.1622776601683795,linear,0.006812920690579608,0.517047619047619,credit
3.1622776601683795,linear,0.006812920690579608,0.9558219732631592,spambase
0.1467799267622069,linear,0.1,0.8311921733053808,diabetes
0.1467799267622069,linear,0.1,0.9996341504677799,banknotes
0.1467799267622069,linear,0.1,0.5170238095238096,credit
0.1467799267622069,linear,0.1,0.9580529516017707,spambase
0.06812920690579612,sigmoid,0.1,0.8271174004192872,diabetes
0.06812920690579612,sigmoid,0.1,0.9901156479272755,banknotes
0.06812920690579612,sigmoid,0.1,0.5349999999999999,credit
0.06812920690579612,sigmoid,0.1,0.9043839518368948,spambase
1.467799267622069,sigmoid,0.6812920690579608,0.6583137665967854,diabetes
1.467799267622069,sigmoid,0.6812920690579608,0.845281880367908,banknotes
1.467799267622069,sigmoid,0.6812920690579608,0.518047619047619,credit
1.467799267622069,sigmoid,0.6812920690579608,0.831510617713964,spambase
0.014677992676220698,sigmoid,2.154434690031882,0.8179524807826695,diabetes
0.014677992676220698,sigmoid,2.154434690031882,0.8955802697840713,banknotes
0.014677992676220698,sigmoid,2.154434690031882,0.548357142857143,credit
0.014677992676220698,sigmoid,2.154434690031882,0.8811808858993784,spambase
1.467799267622069,linear,0.21544346900318823,0.8317197763801538,diabetes
1.467799267622069,linear,0.21544346900318823,0.9997094351114043,banknotes
1.467799267622069,linear,0.21544346900318823,0.5312380952380952,credit
1.467799267622069,linear,0.21544346900318823,0.9568313322535682,spambase
31.622776601683793,rbf,0.0021544346900318843,0.8335052410901469,diabetes
31.622776601683793,rbf,0.0021544346900318843,0.9999247153563754,banknotes
31.622776601683793,rbf,0.0021544346900318843,0.6278571428571429,credit
31.622776601683793,rbf,0.0021544346900318843,0.966337105216868,spambase
0.21544346900318834,sigmoid,0.0031622776601683794,0.8292851153039832,diabetes
0.21544346900318834,sigmoid,0.0031622776601683794,0.9496869484060522,banknotes
0.21544346900318834,sigmoid,0.0031622776601683794,0.45859523809523817,credit
0.21544346900318834,sigmoid,0.0031622776601683794,0.9383515343897788,spambase
10.0,sigmoid,0.006812920690579608,0.8308916841369672,diabetes
10.0,sigmoid,0.006812920690579608,0.9995267218190124,banknotes
10.0,sigmoid,0.006812920690579608,0.5241190476190476,credit
10.0,sigmoid,0.006812920690579608,0.9007697705880284,spambase
1.0,rbf,0.0021544346900318843,0.8306086652690426,diabetes
1.0,rbf,0.0021544346900318843,0.9970308385073903,banknotes
1.0,rbf,0.0021544346900318843,0.6169285714285714,credit
1.0,rbf,0.0021544346900318843,0.9567724194197375,spambase
0.46415888336127775,linear,0.03162277660168379,0.8309315164220823,diabetes
0.46415888336127775,linear,0.03162277660168379,0.9996770796325432,banknotes
0.46415888336127775,linear,0.03162277660168379,0.5502142857142858,credit
0.46415888336127775,linear,0.03162277660168379,0.9557911688709811,spambase
1.467799267622069,sigmoid,0.046415888336127774,0.8243556953179596,diabetes
1.467799267622069,sigmoid,0.046415888336127774,0.9819608689032127,banknotes
1.467799267622069,sigmoid,0.046415888336127774,0.5241190476190477,credit
1.467799267622069,sigmoid,0.046415888336127774,0.8707307306347241,spambase
100.0,rbf,6.812920690579608,0.7158626834381552,diabetes
100.0,rbf,6.812920690579608,1.0,banknotes
100.0,rbf,6.812920690579608,0.5722261904761905,credit
100.0,rbf,6.812920690579608,0.8165963372031685,spambase
14.67799267622069,sigmoid,0.1467799267622069,0.6981355695317959,diabetes
14.67799267622069,sigmoid,0.1467799267622069,0.8933585269022766,banknotes
14.67799267622069,sigmoid,0.1467799267622069,0.5217142857142857,credit
14.67799267622069,sigmoid,0.1467799267622069,0.8391637749163667,spambase
0.1,sigmoid,4.6415888336127775,0.6915611460517122,diabetes
0.1,sigmoid,4.6415888336127775,0.8444261167222138,banknotes
0.1,sigmoid,4.6415888336127775,0.5236904761904764,credit
0.1,sigmoid,4.6415888336127775,0.8234564684609621,spambase
1.0,linear,0.1467799267622069,0.8315688329839273,diabetes
1.0,linear,0.1467799267622069,0.999698649951784,banknotes
1.0,linear,0.1467799267622069,0.5079761904761906,credit
1.0,linear,0.1467799267622069,0.957076102776685,spambase
0.03162277660168379,sigmoid,2.154434690031882,0.8001187980433263,diabetes
0.03162277660168379,sigmoid,2.154434690031882,0.8550565480722057,banknotes
0.03162277660168379,sigmoid,2.154434690031882,0.5496904761904762,credit
0.03162277660168379,sigmoid,2.154434690031882,0.8562520930696251,spambase
6.812920690579608,sigmoid,2.154434690031882,0.6531292802236198,diabetes
6.812920690579608,sigmoid,2.154434690031882,0.83713415046778,banknotes
6.812920690579608,sigmoid,2.154434690031882,0.5206428571428572,credit
6.812920690579608,sigmoid,2.154434690031882,0.8238972403759319,spambase
100.0,sigmoid,0.0021544346900318843,0.8306359189378056,diabetes
100.0,sigmoid,0.0021544346900318843,0.9996017949889188,banknotes
100.0,sigmoid,0.0021544346900318843,0.5115714285714287,credit
100.0,sigmoid,0.0021544346900318843,0.9137023033590207,spambase
46.41588833612777,rbf,0.01467799267622069,0.8310915443745632,diabetes
46.41588833612777,rbf,0.01467799267622069,1.0,banknotes
46.41588833612777,rbf,0.01467799267622069,0.6497142857142857,credit
46.41588833612777,rbf,0.01467799267622069,0.9596028219130872,spambase
68.12920690579608,rbf,0.046415888336127774,0.8080950384346609,diabetes
68.12920690579608,rbf,0.046415888336127774,1.0,banknotes
68.12920690579608,rbf,0.046415888336127774,0.6337380952380951,credit
68.12920690579608,rbf,0.046415888336127774,0.9424248593832528,spambase
4.6415888336127775,sigmoid,0.001,0.831098532494759,diabetes
4.6415888336127775,sigmoid,0.001,0.9971599784578771,banknotes
4.6415888336127775,sigmoid,0.001,0.5757857142857142,credit
4.6415888336127775,sigmoid,0.001,0.9497621885821687,spambase
0.046415888336127774,rbf,0.1,0.8284779874213836,diabetes
0.046415888336127774,rbf,0.1,0.9995050810085322,banknotes
0.046415888336127774,rbf,0.1,0.629547619047619,credit
0.046415888336127774,rbf,0.1,0.9133704773576937,spambase
1.0,rbf,0.1,0.8356373165618448,diabetes
1.0,rbf,0.1,1.0,banknotes
1.0,rbf,0.1,0.6322857142857143,credit
1.0,rbf,0.1,0.9450831266301878,spambase
31.622776601683793,rbf,0.01467799267622069,0.833030747728861,diabetes
31.622776601683793,rbf,0.01467799267622069,1.0,banknotes
31.622776601683793,rbf,0.01467799267622069,0.6532142857142857,credit
31.622776601683793,rbf,0.01467799267622069,0.9605670362965432,spambase
0.046415888336127774,rbf,0.006812920690579608,0.8294891684136967,diabetes
0.046415888336127774,rbf,0.006812920690579608,0.9475261804462942,banknotes
0.046415888336127774,rbf,0.006812920690579608,0.6065238095238096,credit
0.046415888336127774,rbf,0.006812920690579608,0.9456229153135196,spambase
6.812920690579608,rbf,0.06812920690579612,0.8268266946191474,diabetes
6.812920690579608,rbf,0.06812920690579612,1.0,banknotes
6.812920690579608,rbf,0.06812920690579612,0.6320476190476191,credit
6.812920690579608,rbf,0.06812920690579612,0.9461311342020597,spambase
0.06812920690579612,rbf,4.6415888336127775,0.7235324947589098,diabetes
0.06812920690579612,rbf,4.6415888336127775,1.0,banknotes
0.06812920690579612,rbf,4.6415888336127775,0.5703333333333334,credit
0.06812920690579612,rbf,4.6415888336127775,0.836535706093797,spambase
31.622776601683793,linear,0.01467799267622069,0.8319811320754716,diabetes
31.622776601683793,linear,0.01467799267622069,0.9998278603935102,banknotes
31.622776601683793,linear,0.01467799267622069,0.46835714285714286,credit
31.622776601683793,linear,0.01467799267622069,0.9528864508335326,spambase
2.154434690031882,sigmoid,0.03162277660168379,0.8293053808525508,diabetes
2.154434690031882,sigmoid,0.03162277660168379,0.9952142087781329,banknotes
2.154434690031882,sigmoid,0.03162277660168379,0.5214047619047619,credit
2.154434690031882,sigmoid,0.03162277660168379,0.8781067485137534,spambase
100.0,sigmoid,0.1467799267622069,0.7032641509433963,diabetes
100.0,sigmoid,0.1467799267622069,0.8928853897037674,banknotes
100.0,sigmoid,0.1467799267622069,0.5271428571428571,credit
100.0,sigmoid,0.1467799267622069,0.838958511189164,spambase
6.812920690579608,rbf,0.021544346900318832,0.8373605870020965,diabetes
6.812920690579608,rbf,0.021544346900318832,1.0,banknotes
6.812920690579608,rbf,0.021544346900318832,0.6468809523809524,credit
6.812920690579608,rbf,0.021544346900318832,0.962218490397477,spambase
0.31622776601683794,linear,10.0,0.8307833682739343,diabetes
0.31622776601683794,linear,10.0,0.9996555093133026,banknotes
0.31622776601683794,linear,10.0,0.49259523809523814,credit
0.31622776601683794,linear,10.0,0.9574993234556727,spambase
0.31622776601683794,rbf,0.01467799267622069,0.8327071977638016,diabetes
0.31622776601683794,rbf,0.01467799267622069,0.9994943663401512,banknotes
0.31622776601683794,rbf,0.01467799267622069,0.632595238095238,credit
0.31622776601683794,rbf,0.01467799267622069,0.9575326524101266,spambase
46.41588833612777,rbf,0.01,0.8323088749126486,diabetes
46.41588833612777,rbf,0.01,1.0,banknotes
46.41588833612777,rbf,0.01,0.6488333333333334,credit
46.41588833612777,rbf,0.01,0.9618553074520577,spambase
0.6812920690579611,linear,0.01467799267622069,0.8314933612858141,diabetes
0.6812920690579611,linear,0.01467799267622069,0.9996663649641622,banknotes
0.6812920690579611,linear,0.01467799267622069,0.5414285714285715,credit
0.6812920690579611,linear,0.01467799267622069,0.9560305268866951,spambase
31.622776601683793,rbf,0.01,0.83451642208246,diabetes
31.622776601683793,rbf,0.01,1.0,banknotes
31.622776601683793,rbf,0.01,0.6474285714285714,credit
31.622776601683793,rbf,0.01,0.9633437899047838,spambase
0.046415888336127774,sigmoid,0.21544346900318823,0.8213654786862336,diabetes
0.046415888336127774,sigmoid,0.21544346900318823,0.9520074495141744,banknotes
0.046415888336127774,sigmoid,0.21544346900318823,0.5350952380952381,credit
0.046415888336127774,sigmoid,0.21544346900318823,0.8843321794991027,spambase
1.467799267622069,linear,0.03162277660168379,0.8317197763801538,diabetes
1.467799267622069,linear,0.03162277660168379,0.9997094351114043,banknotes
1.467799267622069,linear,0.03162277660168379,0.5312380952380952,credit
1.467799267622069,linear,0.03162277660168379,0.9568313322535682,spambase
100.0,linear,10.0,0.8319433962264151,diabetes
100.0,linear,10.0,0.9997957163883673,banknotes
100.0,linear,10.0,0.48892857142857143,credit
100.0,linear,10.0,0.9534462904288379,spambase
100.0,linear,0.0031622776601683794,0.8319433962264151,diabetes
100.0,linear,0.0031622776601683794,0.9997957163883673,banknotes
100.0,linear,0.0031622776601683794,0.48892857142857143,credit
100.0,linear,0.0031622776601683794,0.9534462904288379,spambase
21.54434690031882,rbf,0.0021544346900318843,0.8330978336827395,diabetes
21.54434690031882,rbf,0.0021544346900318843,0.9999031450371347,banknotes
21.54434690031882,rbf,0.0021544346900318843,0.6293809523809524,credit
21.54434690031882,rbf,0.0021544346900318843,0.9654798068229496,spambase
100.0,rbf,0.0021544346900318843,0.8357344514325646,diabetes
100.0,rbf,0.0021544346900318843,0.999989285331619,banknotes
100.0,rbf,0.0021544346900318843,0.6295714285714287,credit
100.0,rbf,0.0021544346900318843,0.9661553788663223,spambase
0.01,rbf,0.01,0.8285911949685534,diabetes
0.01,rbf,0.01,0.9486667286989574,banknotes
0.01,rbf,0.01,0.6118571428571429,credit
0.01,rbf,0.01,0.9382301598997106,spambase
6.812920690579608,sigmoid,0.01,0.8304116002795248,diabetes
6.812920690579608,sigmoid,0.01,0.9994512961929092,banknotes
6.812920690579608,sigmoid,0.01,0.5253809523809524,credit
6.812920690579608,sigmoid,0.01,0.897683957279391,spambase
0.046415888336127774,linear,10.0,0.8326443046820404,diabetes
0.046415888336127774,linear,10.0,0.9996234357993989,banknotes
0.046415888336127774,linear,10.0,0.5447142857142857,credit
0.046415888336127774,linear,10.0,0.9545908719319446,spambase
4.6415888336127775,sigmoid,6.812920690579608,0.6960740740740741,diabetes
4.6415888336127775,sigmoid,6.812920690579608,0.8149769916594766,banknotes
4.6415888336127775,sigmoid,6.812920690579608,0.5521666666666667,credit
4.6415888336127775,sigmoid,6.812920690579608,0.8221695957559916,spambase
0.46415888336127775,rbf,0.0031622776601683794,0.8293696715583507,diabetes
0.46415888336127775,rbf,0.0031622776601683794,0.994169669593463,banknotes
0.46415888336127775,rbf,0.0031622776601683794,0.6161904761904762,credit
0.46415888336127775,rbf,0.0031622776601683794,0.9552063984237729,spambase
3.1622776601683795,linear,0.1467799267622069,0.8318301886792453,diabetes
3.1622776601683795,linear,0.1467799267622069,0.9996878647921636,banknotes
3.1622776601683795,linear,0.1467799267622069,0.517047619047619,credit
3.1622776601683795,linear,0.1467799267622069,0.9558219732631592,spambase
1.467799267622069,rbf,0.006812920690579608,0.8335429769392034,diabetes
1.467799267622069,rbf,0.006812920690579608,0.9997955754058886,banknotes
1.467799267622069,rbf,0.006812920690579608,0.6316666666666666,credit
1.467799267622069,rbf,0.006812920690579608,0.963048601071274,spambase
2.154434690031882,sigmoid,3.1622776601683795,0.657058001397624,diabetes
2.154434690031882,sigmoid,3.1622776601683795,0.8562166223981682,banknotes
2.154434690031882,sigmoid,3.1622776601683795,0.5313333333333334,credit
2.154434690031882,sigmoid,3.1622776601683795,0.8203083268546456,spambase
0.21544346900318834,sigmoid,0.03162277660168379,0.8306002795248079,diabetes
0.21544346900318834,sigmoid,0.03162277660168379,0.9979129658766009,banknotes
0.21544346900318834,sigmoid,0.03162277660168379,0.5216190476190476,credit
0.21544346900318834,sigmoid,0.03162277660168379,0.9234625649886169,spambase
31.622776601683793,rbf,0.021544346900318832,0.8310915443745632,diabetes
31.622776601683793,rbf,0.021544346900318832,1.0,banknotes
31.622776601683793,rbf,0.021544346900318832,0.6415476190476191,credit
31.622776601683793,rbf,0.021544346900318832,0.957115195582249,spambase
0.31622776601683794,linear,0.1467799267622069,0.8307833682739343,diabetes
0.31622776601683794,linear,0.1467799267622069,0.9996555093133026,banknotes
0.31622776601683794,linear,0.1467799267622069,0.49259523809523814,credit
0.31622776601683794,linear,0.1467799267622069,0.9574993234556727,spambase
4.6415888336127775,rbf,6.812920690579608,0.7158626834381552,diabetes
4.6415888336127775,rbf,6.812920690579608,1.0,banknotes
4.6415888336127775,rbf,6.812920690579608,0.5752738095238096,credit
4.6415888336127775,rbf,6.812920690579608,0.8155048852394545,spambase
100.0,linear,0.0021544346900318843,0.8319433962264151,diabetes
100.0,linear,0.0021544346900318843,0.9997957163883673,banknotes
100.0,linear,0.0021544346900318843,0.48892857142857143,credit
100.0,linear,0.0021544346900318843,0.9534462904288379,spambase
31.622776601683793,sigmoid,0.01467799267622069,0.8271914744933614,diabetes
31.622776601683793,sigmoid,0.01467799267622069,0.997708682264968,banknotes
31.622776601683793,sigmoid,0.01467799267622069,0.524357142857143,credit
31.622776601683793,sigmoid,0.01467799267622069,0.883105164092342,spambase
1.0,sigmoid,0.46415888336127775,0.6622844164919636,diabetes
1.0,sigmoid,0.46415888336127775,0.8557057018953685,banknotes
1.0,sigmoid,0.46415888336127775,0.5221666666666666,credit
1.0,sigmoid,0.46415888336127775,0.8213602256189757,spambase
0.1467799267622069,rbf,0.004641588833612777,0.8297463312368972,diabetes
0.1467799267622069,rbf,0.004641588833612777,0.9766409655608002,banknotes
0.1467799267622069,rbf,0.004641588833612777,0.6229285714285714,credit
0.1467799267622069,rbf,0.004641588833612777,0.9511859135870553,spambase
0.31622776601683794,linear,0.001,0.8307833682739343,diabetes
0.31622776601683794,linear,0.001,0.9996555093133026,banknotes
0.31622776601683794,linear,0.001,0.49259523809523814,credit
0.31622776601683794,linear,0.001,0.9574993234556727,spambase
100.0,rbf,0.021544346900318832,0.8216925227113906,diabetes
100.0,rbf,0.021544346900318832,1.0,banknotes
100.0,rbf,0.021544346900318832,0.6311190476190476,credit
100.0,rbf,0.021544346900318832,0.9486542243505834,spambase
0.21544346900318834,sigmoid,0.46415888336127775,0.6894584206848358,diabetes
0.21544346900318834,sigmoid,0.46415888336127775,0.8719107919267793,banknotes
0.21544346900318834,sigmoid,0.46415888336127775,0.5371428571428571,credit
0.21544346900318834,sigmoid,0.46415888336127775,0.8383878520930143,spambase
0.1467799267622069,linear,0.001,0.8311921733053808,diabetes
0.1467799267622069,linear,0.001,0.9996341504677799,banknotes
0.1467799267622069,linear,0.001,0.5170238095238096,credit
0.1467799267622069,linear,0.001,0.9580529516017707,spambase
10.0,sigmoid,0.46415888336127775,0.6526673654786862,diabetes
10.0,sigmoid,0.46415888336127775,0.8506724864233874,banknotes
10.0,sigmoid,0.46415888336127775,0.5305000000000001,credit
10.0,sigmoid,0.46415888336127775,0.8194383726830994,spambase
1.0,linear,0.021544346900318832,0.8315688329839273,diabetes
1.0,linear,0.021544346900318832,0.999698649951784,banknotes
1.0,linear,0.021544346900318832,0.5079761904761906,credit
1.0,linear,0.021544346900318832,0.957076102776685,spambase
