dataset,model,tuning_method,iteration,metric_0,metric_1,metric_accuracy,metric_macro avg,metric_weighted avg
breast_cancer,xgboost,grid_search,13,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,grid_search,14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,grid_search,15,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,1,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,2,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,3,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,4,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,5,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,6,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,7,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,8,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,9,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,10,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,11,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,12,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,13,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,random_search,15,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,1,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,2,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,3,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,4,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,5,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,6,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,7,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,8,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,9,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,10,"{'precision': 1.0, 'recall': 0.9811320754716981, 'f1-score': 0.9904761904761905, 'support': 212.0}","{'precision': 0.9889196675900277, 'recall': 1.0, 'f1-score': 0.9944289693593314, 'support': 357.0}",0.9929701230228472,"{'precision': 0.9944598337950139, 'recall': 0.9905660377358491, 'f1-score': 0.992452579917761, 'support': 569.0}","{'precision': 0.993048016396555, 'recall': 0.9929701230228472, 'f1-score': 0.9929562292482138, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,11,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,12,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,13,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,xgboost,bayesian_optimization,15,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,1,"{'precision': 1.0, 'recall': 0.9858490566037735, 'f1-score': 0.9928741092636579, 'support': 212.0}","{'precision': 0.9916666666666667, 'recall': 1.0, 'f1-score': 0.99581589958159, 'support': 357.0}",0.9947275922671354,"{'precision': 0.9958333333333333, 'recall': 0.9929245283018868, 'f1-score': 0.994345004422624, 'support': 569.0}","{'precision': 0.9947715289982427, 'recall': 0.9947275922671354, 'f1-score': 0.9947198371081251, 'support': 569.0}"
breast_cancer,random_forest,grid_search,2,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,3,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,4,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,5,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,6,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,7,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,8,"{'precision': 1.0, 'recall': 0.9858490566037735, 'f1-score': 0.9928741092636579, 'support': 212.0}","{'precision': 0.9916666666666667, 'recall': 1.0, 'f1-score': 0.99581589958159, 'support': 357.0}",0.9947275922671354,"{'precision': 0.9958333333333333, 'recall': 0.9929245283018868, 'f1-score': 0.994345004422624, 'support': 569.0}","{'precision': 0.9947715289982427, 'recall': 0.9947275922671354, 'f1-score': 0.9947198371081251, 'support': 569.0}"
breast_cancer,random_forest,grid_search,9,"{'precision': 1.0, 'recall': 0.9905660377358491, 'f1-score': 0.995260663507109, 'support': 212.0}","{'precision': 0.9944289693593314, 'recall': 1.0, 'f1-score': 0.9972067039106145, 'support': 357.0}",0.9964850615114236,"{'precision': 0.9972144846796658, 'recall': 0.9952830188679245, 'f1-score': 0.9962336837088617, 'support': 569.0}","{'precision': 0.9965046433414435, 'recall': 0.9964850615114236, 'f1-score': 0.9964816414052663, 'support': 569.0}"
breast_cancer,random_forest,grid_search,10,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,11,"{'precision': 0.9764150943396226, 'recall': 0.9764150943396226, 'f1-score': 0.9764150943396226, 'support': 212.0}","{'precision': 0.9859943977591037, 'recall': 0.9859943977591037, 'f1-score': 0.9859943977591037, 'support': 357.0}",0.9824253075571178,"{'precision': 0.9812047460493631, 'recall': 0.9812047460493631, 'f1-score': 0.9812047460493631, 'support': 569.0}","{'precision': 0.9824253075571178, 'recall': 0.9824253075571178, 'f1-score': 0.9824253075571178, 'support': 569.0}"
breast_cancer,random_forest,grid_search,12,"{'precision': 0.9903846153846154, 'recall': 0.9716981132075472, 'f1-score': 0.9809523809523809, 'support': 212.0}","{'precision': 0.9833795013850416, 'recall': 0.9943977591036415, 'f1-score': 0.9888579387186629, 'support': 357.0}",0.9859402460456942,"{'precision': 0.9868820583848286, 'recall': 0.9830479361555944, 'f1-score': 0.9849051598355218, 'support': 569.0}","{'precision': 0.9859894911353222, 'recall': 0.9859402460456942, 'f1-score': 0.9859124584964277, 'support': 569.0}"
breast_cancer,random_forest,grid_search,13,"{'precision': 0.9761904761904762, 'recall': 0.9669811320754716, 'f1-score': 0.9715639810426541, 'support': 212.0}","{'precision': 0.9805013927576601, 'recall': 0.9859943977591037, 'f1-score': 0.9832402234636871, 'support': 357.0}",0.9789103690685413,"{'precision': 0.9783459344740681, 'recall': 0.9764877649172876, 'f1-score': 0.9774021022531706, 'support': 569.0}","{'precision': 0.9788952164619782, 'recall': 0.9789103690685413, 'f1-score': 0.9788898484315973, 'support': 569.0}"
breast_cancer,random_forest,grid_search,14,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 212.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 357.0}",1.0,"{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}","{'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 569.0}"
breast_cancer,random_forest,grid_search,15,"{'precision': 0.9906103286384976, 'recall': 0.9952830188679245, 'f1-score': 0.9929411764705882, 'support': 212.0}","{'precision': 0.9971910112359551, 'recall': 0.9943977591036415, 'f1-score': 0.9957924263674615, 'support': 357.0}",0.9947275922671354,"{'precision': 0.9939006699372264, 'recall': 0.994840388985783, 'f1-score': 0.9943668014190248, 'support': 569.0}","{'precision': 0.9947391576144068, 'recall': 0.9947275922671354, 'f1-score': 0.9947300977591362, 'support': 569.0}"
breast_cancer,random_forest,random_search,1,"{'precision': 1.0, 'recall': 0.9905660377358491, 'f1-score': 0.995260663507109, 'support': 212.0}","{'precision': 0.9944289693593314, 'recall': 1.0, 'f1-score': 0.9972067039106145, 'support': 357.0}",0.9964850615114236,"{'precision': 0.9972144846796658, 'recall': 0.9952830188679245, 'f1-score': 0.9962336837088617, 'support': 569.0}","{'precision': 0.9965046433414435, 'recall': 0.9964850615114236, 'f1-score': 0.9964816414052663, 'support': 569.0}"
